siCtrl_t0_Scr_rep_1	siCtrl_t0_Scr_rep_2	siCtrl_t0_Tyr_rep_1	siCtrl_t0_Tyr_rep_2	siCtrl_t8_Scr_rep_1	siCtrl_t8_Scr_rep_2	siCtrl_t8_Tyr_rep_1	siCtrl_t8_Tyr_rep_2
CDK7	2312	1751	1291	2183	349	355	314	255
CDK8	938	733	382	633	221	266	188	107
CDK9	1995	1629	1100	1796	994	1056	920	603
CDKAL1	539	417	320	522	175	204	181	104
CDKL1	474	420	316	436	166	193	168	100
CDKL2	3	4	1	5	53	68	67	58
CDKL3	59	56	34	54	87	125	105	79
CDKL4	0	4	1	0	1	0	2	3
CDKL5	132	93	75	91	17	33	26	29
CDKN1A	6191	5363	3396	5495	10147	13192	12458	10314
CDKN1B	1710	1407	963	1509	197	217	205	183
CDKN1C	774	628	440	578	501	458	454	318
CDKN2A	0	0	0	0	0	0	0	0
CDKN2A-AS1	0	0	0	0	0	0	0	0
CDKN2AIP	958	814	537	901	161	195	163	112
CDKN2AIPNL	1511	1301	783	1401	1606	1784	1586	972
CDKN2B	1	0	0	3	0	0	0	0
CDKN2B-AS1	0	0	0	0	0	0	0	0
CDKN2C	679	567	381	624	151	153	136	102
CDKN2D	227	194	119	241	112	103	107	71
CDKN3	1830	1528	1073	1654	811	937	822	477
CDNF	11	5	7	16	23	20	25	25
CDO1	4	7	2	7	2	2	3	4
CDON	179	167	92	138	58	75	57	46
CDPF1	234	220	145	211	90	73	91	72
CDR1	0	0	0	0	0	0	0	0
CDR2	1548	1302	957	1539	184	228	185	128
CDR2L	1669	1188	1124	1605	484	584	430	259
CDRT1	53	27	27	45	49	53	69	43
CDRT15	13	7	7	11	14	10	18	11
CDRT15L2	0	0	0	0	0	0	0	0
CDRT15P1	23	12	14	12	27	30	29	15
CDRT15P2	0	0	0	0	0	0	1	0
CDRT4	165	176	100	160	119	125	136	76
CDRT7	0	0	0	0	0	0	0	0
CDRT8	0	0	0	0	0	0	0	0
CDS1	2159	1796	1317	2039	767	837	779	543
CDS2	3137	2614	1660	2649	1539	1774	1624	959
CDSN	55	57	34	48	33	28	27	24
CDT1	2273	1936	1358	2266	329	435	384	272
CDV3	9572	7567	5416	8576	1663	1728	1512	1028
CDX1	0	1	0	0	0	0	0	0
CDX2	0	2	0	0	0	0	0	0
CDX4	0	0	0	0	0	0	0	0
CDY1	0	0	0	0	0	0	0	0
CDY1B	0	0	0	0	0	0	0	0
CDY2A	0	0	0	0	0	0	0	0
CDY2B	0	0	0	0	0	0	0	0
CDYL	1477	1296	826	1414	429	484	411	285
CDYL2	81	61	43	56	17	32	27	11
CEACAM1	55	52	16	31	142	179	150	140
CEACAM16	0	1	0	0	0	0	2	0
CEACAM18	0	1	0	0	0	0	0	0
CEACAM19	63	68	40	60	79	68	78	66
CEACAM20	1	1	0	1	1	0	0	0
CEACAM21	0	0	0	0	1	1	0	0
CEACAM22P	1	3	1	1	2	3	1	0
CEACAM3	0	0	0	0	0	0	0	0
CEACAM4	0	1	0	0	0	0	0	0
CEACAM5	0	4	1	0	0	0	0	0
CEACAM6	6	7	5	10	2	7	4	3
CEACAM7	0	0	1	0	0	0	0	0
CEACAM8	0	1	0	0	0	0	0	0
CEBPA	162	116	92	126	12	17	10	6
CEBPA-AS1	44	22	15	21	11	12	3	3
CEBPB	4881	3780	1990	3319	182	175	139	89
CEBPB-AS1	2140	1656	795	1403	122	133	106	65
CEBPD	1858	1263	660	1286	90	81	63	26
CEBPE	0	2	0	0	0	0	0	0
CEBPG	2528	1978	1384	2274	489	544	489	392
CEBPZ	5059	4468	3375	5257	1631	1657	1593	1101
CEBPZOS	1567	1315	972	1540	894	971	930	738
CECR1	0	3	0	0	0	1	1	0
CECR2	0	4	0	0	0	2	4	0
CECR3	0	2	0	0	0	0	0	0
CECR5	3455	2987	2039	3250	2431	2739	2351	1372
CECR5-AS1	8	4	1	8	5	9	5	6
CECR6	14	11	6	9	6	9	14	4
CECR7	278	240	152	230	106	138	146	85
CEL	32	36	16	43	210	262	220	191
CELA1	0	1	0	0	0	0	0	3
CELA2A	1	0	0	0	2	2	1	0
CELA2B	3	2	0	7	0	2	4	2
CELA3A	0	0	0	0	0	0	0	2
CELA3B	0	0	0	0	0	0	0	0
CELF1	7920	6378	4432	6870	3391	4034	3644	2448
CELF2	5	2	1	2	0	0	0	0
CELF2-AS1	1	1	0	1	0	1	0	0
CELF2-AS2	0	1	0	1	0	0	0	0
CELF3	3	5	3	5	18	24	27	10
CELF4	6	2	0	5	3	1	2	2
CELF5	0	2	1	4	5	2	3	1
CELF6	10	4	3	4	17	18	22	16
CELP	0	0	0	0	0	0	0	1
CELSR1	4224	3505	2537	3549	2562	3005	2621	1629
CELSR2	2614	2347	1457	2098	1479	1883	1418	836
CELSR3	565	485	319	452	293	385	331	200
CELSR3-AS1	2	2	2	7	4	4	7	1
CEMIP	119	98	64	90	39	61	45	35
CEMP1	313	258	181	270	356	349	306	158
CEND1	0	3	1	2	13	11	19	13
CENPA	1446	1121	791	1262	135	147	129	84
CENPB	7571	6473	4016	6368	1695	1845	1583	876
CENPBD1	293	235	160	250	97	107	72	38
CENPBD1P1	1307	1175	747	1201	628	736	587	417
CENPC	818	711	538	788	115	123	125	101
CENPE	4232	3351	2940	4276	454	319	385	188
CENPF	26634	22761	17602	26065	3484	3723	3700	1802
CENPH	1545	1187	791	1237	1229	1338	1170	884
CENPI	867	684	543	870	160	203	192	96
CENPJ	2007	1619	1272	1948	579	690	639	346
CENPK	978	784	627	925	563	640	659	550
CENPL	1238	1044	739	1176	171	173	182	163
CENPM	1138	932	635	1089	796	990	843	490
CENPN	3426	2868	2137	3383	1736	1965	1807	1230
CENPO	3295	2764	2056	3081	1423	1696	1482	930
CENPP	614	561	368	621	251	347	326	184
CENPQ	532	478	330	495	309	344	316	286
CENPT	1252	993	728	1050	821	959	837	500
CENPU	1741	1470	1047	1661	1080	1282	1151	862
CENPV	1332	1060	663	1102	1034	1167	1008	585
CENPVP1	0	0	0	0	0	0	0	0
CENPVP2	0	0	0	0	0	0	0	0
CENPW	1446	1114	807	1296	1302	1586	1316	820
CEP104	1956	1689	1168	1729	1434	1725	1552	984
CEP112	276	274	164	287	105	97	85	52
CEP120	1868	1549	1125	1811	1108	1339	1230	994
CEP126	224	193	162	222	106	127	130	99
CEP128	601	472	349	542	161	186	186	116
CEP131	718	665	430	641	458	479	389	252
CEP135	961	773	634	914	252	260	248	231
CEP152	1222	1039	804	1179	237	297	274	173
CEP162	366	346	252	373	123	133	149	70
CEP164	2654	2133	1673	2374	1525	1944	1814	1198
CEP170	2953	2555	1735	2575	831	1025	901	620
CEP170B	6014	5268	3693	5168	4680	5791	4929	3084
CEP170P1	3	2	0	4	1	2	2	1
CEP19	125	116	83	111	54	68	42	27
CEP192	2007	1663	1267	1981	610	670	680	462
CEP250	4685	4092	3044	4410	2072	2479	2296	1382
CEP290	1069	897	787	1091	298	218	293	200
CEP295	1341	1077	879	1385	431	509	501	362
CEP295NL	7	4	4	4	6	5	5	3
CEP350	4356	3644	2781	3913	600	720	627	503
CEP41	730	628	478	733	393	472	414	274
CEP44	911	748	517	792	478	497	435	360
CEP55	5321	4071	3175	4989	1919	2117	1863	1144
CEP57	2032	1824	1286	2020	819	938	901	673
CEP57L1	605	518	350	588	185	237	210	149
CEP63	1357	1170	852	1364	671	737	678	415
CEP68	671	539	381	563	152	246	208	164
CEP70	697	581	455	678	342	506	410	278
CEP72	445	360	251	381	95	120	130	84
CEP76	570	494	331	523	175	244	171	144
CEP78	1435	1136	875	1311	565	657	646	396
CEP83	913	757	567	862	249	286	306	185
CEP83-AS1	28	26	5	22	14	22	10	8
CEP85	2476	1913	1394	2257	450	594	582	314
CEP85L	452	373	270	370	111	134	172	135
CEP89	466	394	265	485	198	208	169	120
CEP95	1116	902	618	993	315	400	311	204
CEP97	1354	996	830	1299	683	791	796	802
CEPT1	1545	1418	875	1513	716	842	740	533
CER1	0	0	0	0	0	0	0	0
CERCAM	222	149	104	144	160	197	149	93
CERK	2078	1653	1062	1694	1271	1574	1184	744
CERKL	35	36	30	35	19	26	23	14
CERS1	34	20	12	22	28	27	26	16
CERS2	10804	9021	6212	9810	8850	10652	9232	5310
CERS3	0	4	1	0	0	0	0	1
CERS3-AS1	0	0	0	0	0	0	0	0
CERS4	39	26	17	39	25	25	23	14
CERS5	1072	849	587	946	1486	1758	1472	1019
CERS6	2505	2070	1496	2329	2007	2469	2261	1649
CERS6-AS1	1046	900	652	1012	893	1082	981	673
CES1	66	51	39	68	72	57	52	34
CES1P1	2	0	1	1	0	2	0	0
CES1P2	15	12	11	13	8	3	10	5
CES2	2271	2097	1448	2156	2020	2284	2328	1623
CES3	4	8	6	6	32	34	30	20
CES4A	41	30	28	36	41	62	43	28
CES5A	0	2	0	0	1	0	0	0
CES5AP1	0	0	0	0	0	1	0	0
CETN1	0	1	0	0	0	0	0	0
CETN2	1396	1273	736	1330	1601	1886	1710	1011
CETN3	967	811	524	816	616	680	588	393
CETN4P	4	1	2	2	1	3	0	4
CETP	1	1	1	0	0	0	0	0
CFAP126	221	173	118	171	232	346	280	174
CFAP20	1671	1387	985	1538	1221	1342	1218	802
CFAP221	2	2	0	0	1	0	0	0
CFAP36	1483	1388	955	1435	1620	1764	1629	927
CFAP43	8	4	3	7	22	25	33	23
CFAP44	461	374	350	383	331	444	423	258
CFAP44-AS1	14	19	9	12	9	20	21	13
CFAP45	30	28	10	20	13	13	11	4
CFAP46	1	2	0	0	2	0	0	0
CFAP47	5	9	1	1	1	3	1	1
CFAP52	14	9	4	6	2	4	2	5
CFAP53	20	24	17	20	63	68	97	67
CFAP54	9	16	1	10	4	6	8	8
CFAP57	10	15	5	7	10	8	19	8
CFAP58	22	26	11	19	30	33	31	26
CFAP58-AS1	7	6	3	3	7	4	3	1
CFAP61	6	6	1	5	5	7	5	1
CFAP69	39	21	14	34	10	15	12	8
CFAP70	43	45	31	47	27	52	61	35
CFAP74	2	5	0	0	1	0	1	0
CFAP97	4702	3600	2742	4258	1657	1949	1779	1491
CFAP99	1	1	0	0	4	6	6	3
CFB	735	617	304	501	600	587	462	277
CFC1	0	1	0	0	0	0	0	0
CFC1B	0	0	0	0	0	0	0	0
CFD	19	26	15	27	32	27	23	12
CFDP1	1639	1437	1079	1683	1478	1575	1538	818
CFH	1288	1243	984	1531	1240	1312	1488	892
CFHR1	1	3	0	4	1	1	1	1
CFHR2	0	0	0	0	0	0	0	0
CFHR3	1	0	1	4	2	0	2	0
CFHR4	0	1	0	0	0	1	1	0
CFHR5	0	2	1	0	0	1	0	0
CFI	552	506	393	661	574	603	616	397
CFL1	31692	26532	18111	30496	36877	45280	38188	20712
CFL1P1	1	4	0	1	1	2	8	5
CFL2	1341	1083	790	1278	570	672	557	395
CFLAR	2343	1841	1350	2095	1500	1677	1642	1228
CFLAR-AS1	147	110	71	141	85	93	82	60
CFP	2	4	3	3	28	37	26	15
CFTR	1	2	0	1	0	0	0	0
CGA	0	0	0	0	1	0	1	0
CGB	1	0	1	0	0	0	1	1
CGB1	0	1	0	0	0	0	0	0
CGB2	0	0	0	0	0	0	0	0
CGB5	1	1	1	0	1	1	0	0
CGB7	13	9	8	3	14	21	26	10
CGB8	8	2	0	1	2	4	1	1
CGGBP1	3656	2964	2175	3339	1273	1419	1371	1330
CGN	170	129	119	189	106	80	97	61
CGNL1	15	9	7	2	3	2	5	1
CGREF1	909	757	524	831	852	927	723	447
CGRRF1	346	279	198	270	110	126	103	80
CH17-340M24.3	23	18	8	9	17	29	21	11
CH17-360D5.1	0	0	0	0	0	0	0	1
CH17-408M7.1	0	0	0	0	0	0	0	0
CH25H	2	3	0	1	1	4	1	0
CHAC1	39	67	23	35	0	0	2	4
CHAC2	645	583	471	674	442	454	464	360
CHAD	29	29	30	35	25	36	30	21
CHADL	146	114	71	142	75	101	63	50
CHAF1A	3231	2622	1964	3070	654	781	704	452
CHAF1B	1739	1358	1041	1592	736	998	810	571
CHAMP1	1803	1417	1027	1767	568	723	629	463
CHAT	0	4	0	1	0	0	0	0
CHCHD1	1911	1714	1246	1920	1721	1863	1557	936
CHCHD10	900	836	530	921	841	1180	937	439
CHCHD2	8734	7920	5174	8513	10673	12720	11061	6635
CHCHD3	3286	2658	1764	3112	1839	2182	1808	1058
CHCHD4	2060	1690	1121	1836	650	677	643	386
CHCHD5	483	411	269	410	456	511	428	249
CHCHD6	722	630	406	675	693	865	770	379
CHCHD7	1499	1277	846	1487	1691	1932	1739	1135
CHD1	3745	2923	2209	3498	198	177	193	121
CHD1L	5347	4324	3018	4692	3156	3755	3228	1826
CHD2	4141	3652	2546	3747	1448	1572	1667	1051
CHD3	6602	5925	3974	6245	5107	6066	5510	2949
CHD4	17544	14961	10339	16073	4388	5242	4465	2615
CHD5	2	5	2	2	4	4	6	4
CHD6	2456	2101	1445	2302	708	847	802	525
CHD7	2677	2046	1637	2401	410	512	467	248
CHD8	4287	3631	2350	3824	1157	1495	1260	804
CHD9	3190	2535	1867	2726	648	810	776	662
CHDH	261	196	132	204	121	122	106	58
CHEK1	2521	2128	1479	2443	1046	1188	1099	762
CHEK2	1173	908	672	1089	415	448	454	260
CHEK2P2	0	0	0	0	0	0	0	0
CHERP	2680	2398	1639	2407	588	660	586	383
CHFR	835	766	514	824	864	978	928	536
CHGA	1	3	1	0	1	2	0	1
CHGB	40	37	34	41	36	56	32	24
CHI3L1	16	21	7	10	13	19	21	6
CHI3L2	16	17	13	14	11	13	14	6
CHIA	0	0	0	0	0	0	0	0
CHIAP2	0	1	0	0	1	1	2	0
CHIC1	165	113	67	129	84	95	95	104
CHIC2	414	315	207	309	68	78	72	50
CHID1	2174	2012	1339	2192	1820	2193	1892	1112
CHIT1	0	1	0	0	0	0	0	0
CHKA	544	437	325	490	164	186	198	113
CHKB	1084	910	628	907	650	648	578	348
CHKB-AS1	38	26	17	30	39	47	46	20
CHKB-CPT1B	1866	1516	1132	1543	1258	1311	1210	727
CHL1	0	3	0	3	0	0	0	0
CHL1-AS1	0	0	0	0	0	0	0	0
CHM	1730	1434	1008	1542	957	1156	1099	919
CHML	3429	2540	1972	2988	680	761	659	584
CHMP1A	3509	3013	1994	3153	2319	2655	2250	1430
CHMP1B	2394	2013	1324	2152	1459	1635	1521	1159
CHMP1B2P	0	1	0	1	0	0	0	0
CHMP2A	1943	1740	1121	1799	2233	2432	2257	1253
CHMP2B	1936	1537	1170	1835	780	974	937	814
CHMP3	4503	3687	2676	4315	4662	5471	5081	3463
CHMP4A	1419	1090	729	1210	1126	1280	1131	620
CHMP4B	5571	4638	3064	5194	4269	4634	4108	2454
CHMP4C	544	507	377	580	315	390	342	225
CHMP5	2300	2094	1395	2218	2823	3165	2832	2164
CHMP6	865	772	469	798	281	337	306	163
CHMP7	2573	2243	1588	2432	942	1110	1039	610
CHN1	778	667	506	774	195	210	209	120
CHN2	145	104	71	118	34	40	36	29
CHODL	5	3	2	2	1	2	1	1
CHODL-AS1	0	1	0	1	0	0	0	0
CHORDC1	2551	2072	1556	2356	653	799	801	656
CHP1	4155	3528	2434	4011	2877	3397	3137	1810
CHP2	0	1	0	1	0	0	0	0
CHPF	4074	3457	2109	3274	3177	3615	3045	1648
CHPF2	2493	2081	1373	2086	1121	1333	1138	628
CHPT1	1817	1377	1024	1577	1288	1527	1279	896
CHRAC1	2168	1803	1182	1885	530	585	627	427
CHRD	1	1	0	1	5	7	1	5
CHRDL1	1	6	0	0	0	1	0	0
CHRDL2	2	1	0	0	4	3	3	3
CHRFAM7A	3	2	1	2	0	0	0	1
CHRM1	0	4	0	0	0	0	1	0
CHRM2	0	1	0	1	0	0	0	0
CHRM3	5	5	2	7	5	1	2	2
CHRM3-AS1	0	0	0	2	0	0	0	0
CHRM3-AS2	0	0	0	0	0	0	0	0
CHRM4	1	0	1	1	0	0	1	1
CHRM5	2	3	2	0	3	2	6	10
CHRNA1	1	1	0	0	0	1	0	0
CHRNA10	26	29	18	29	120	129	110	70
CHRNA2	2	6	0	4	5	4	4	2
CHRNA3	86	82	38	88	54	71	45	39
CHRNA4	0	1	0	0	1	0	0	0
CHRNA5	759	576	424	727	481	515	488	332
CHRNA6	0	3	0	0	0	0	0	0
CHRNA7	1	0	1	0	0	2	0	0
CHRNA9	173	151	73	123	18	18	8	13
CHRNB1	182	132	100	178	93	81	93	58
CHRNB2	21	19	16	18	10	23	18	7
CHRNB3	0	1	0	0	0	1	0	0
CHRNB4	0	1	1	0	0	0	0	0
CHRND	1	0	0	0	1	3	3	2
CHRNE	158	128	72	112	188	201	153	88
CHRNG	7	8	1	8	8	8	8	3
CHST1	0	1	0	0	0	0	0	0
CHST10	373	365	266	385	64	65	68	35
CHST11	768	554	389	597	310	292	221	150
CHST12	508	399	251	413	238	290	227	114
CHST13	2	2	0	2	0	2	0	0
CHST14	787	659	445	688	493	454	414	200
CHST15	1329	1217	741	1181	220	224	245	154
CHST2	160	145	68	117	36	53	32	17
CHST3	3060	2464	1488	2411	965	1264	974	576
CHST4	21	8	11	7	5	1	3	1
CHST5	2	9	8	8	16	11	15	11
CHST6	8	9	5	8	14	20	22	15
CHST7	94	67	61	79	90	100	79	61
CHST8	0	1	0	0	0	0	0	1
CHST9	0	1	0	0	0	0	0	0
CHSY1	1656	1353	906	1441	413	382	380	357
CHSY3	298	209	169	267	85	70	62	29
CHTF18	1344	1070	807	1122	1756	1859	1621	963
CHTF8	5783	5058	3414	5599	2623	3102	2476	1629
CHTOP	4289	3764	2585	4203	1300	1518	1533	1032
CHUK	2048	1608	1139	1841	1010	1214	1103	806
CHURC1	2304	1983	1303	2054	2017	2233	1945	1555
CHURC1-FNTB	1734	1609	934	1439	1386	1663	1276	864
CIAO1	4290	3574	2409	3824	3153	3596	3219	1952
CIAPIN1	3378	2771	1937	3074	2290	2604	2162	1323
CIART	146	127	71	126	107	88	80	80
CIB1	3778	3217	2207	3453	3577	4113	3461	1974
CIB2	26	23	9	26	28	21	11	16
CIB3	3	0	0	2	0	1	0	0
CIB4	0	0	0	0	0	0	0	0
CIC	2154	2037	1232	1803	589	704	619	419
CIDEA	0	1	0	0	0	1	0	0
CIDEB	1848	1434	1034	1740	1139	1355	1133	645
CIDEC	1	7	1	3	1	1	3	1
CIDECP	135	97	85	145	99	103	82	58
CIITA	1	7	0	1	2	3	6	4
CILP	1	1	0	0	9	15	6	3
CILP2	1	3	3	6	4	5	7	1
CINP	1369	1228	789	1329	1252	1456	1318	716
CIPC	1158	1009	630	1026	370	466	403	221
CIR1	978	883	601	945	442	379	371	265
CIRBP	3903	3235	2299	3644	2315	2519	2412	1668
CIRBP-AS1	36	45	38	31	19	18	16	21
CIRH1A	4954	4046	3077	4692	2587	2922	2631	1545
CISD1	1753	1526	1059	1841	1710	2138	1852	1255
CISD2	907	829	606	871	607	615	604	427
CISD3	2070	1801	1097	1922	1324	1496	1219	668
CISH	102	72	59	97	7	4	2	1
CISTR	1	0	0	0	0	0	0	0
CIT	3105	2557	1876	2908	815	913	855	468
CITED1	10	16	6	13	9	7	2	3
CITED2	542	430	237	376	43	28	38	28
CITED4	419	278	150	239	29	19	20	7
CIZ1	3495	2855	2013	3085	2573	3053	2609	1395
CKAP2	4614	3872	2947	4667	1150	1338	1337	957
CKAP2L	2904	2483	1917	2950	543	558	538	399
CKAP4	8121	7064	4385	6990	3671	4159	3055	1788
CKAP5	15726	12771	9412	14650	3987	4634	4005	2753
CKB	48	49	27	44	79	77	45	38
CKLF	1128	1045	624	1050	876	1039	912	529
CKLF-CMTM1	993	933	544	922	774	936	823	483
CKM	1	1	1	0	5	12	4	5
CKMT1A	383	353	260	408	428	412	349	196
CKMT1B	350	348	230	339	361	357	310	222
CKMT2	18	12	12	8	6	6	3	3
CKMT2-AS1	180	173	106	173	88	85	108	73
CKS1B	2485	2149	1410	2406	2069	2483	2259	1328
CKS2	5357	4454	3253	5226	522	540	569	407
CLASP1	3865	3296	2470	3669	2086	2523	2466	1660
CLASP2	3452	2722	1938	2892	1613	1960	1580	1046
CLASRP	1452	1261	841	1346	695	753	745	375
CLC	0	1	0	0	0	0	0	0
CLCA1	0	1	0	0	2	0	0	3
CLCA2	5773	5523	3546	5735	4843	5623	5613	3770
CLCA3P	7	4	4	10	1	6	5	1
CLCA4	5	4	3	5	11	6	16	6
CLCC1	2576	2177	1646	2513	1387	1557	1499	905
CLCF1	663	444	401	491	209	223	200	106
CLCN1	4	5	4	6	43	44	44	30
CLCN2	484	385	299	415	306	327	296	172
CLCN3	4109	3516	2339	3686	1916	2201	2087	1604
CLCN4	277	219	166	269	92	111	89	61
CLCN5	583	461	333	480	189	234	185	138
CLCN6	871	771	539	778	334	387	377	210
CLCN7	2168	1920	1238	1863	2020	2385	1976	1239
CLCNKA	1	1	0	1	3	2	0	1
CLCNKB	0	2	0	1	0	0	0	0
CLDN1	686	506	442	654	199	160	166	126
CLDN10	24	18	22	23	13	21	18	13
CLDN10-AS1	0	1	1	1	0	0	0	0
CLDN11	3	1	2	1	6	4	4	5
CLDN12	1309	1039	732	1161	407	528	461	379
CLDN14	1	4	1	2	3	3	0	0
CLDN15	111	82	62	101	164	184	195	114
CLDN16	5	2	3	1	3	4	2	6
CLDN17	0	1	0	0	0	0	0	0
CLDN18	18	21	15	22	20	32	34	12
CLDN19	0	4	0	0	1	0	0	1
CLDN2	3	0	3	7	4	8	11	5
CLDN20	17	16	11	23	0	1	3	2
CLDN22	36	23	29	35	21	22	9	27
CLDN23	81	58	41	66	10	11	6	6
CLDN24	1	0	0	0	1	0	3	1
CLDN25	0	0	0	0	0	1	0	0
CLDN3	2	0	0	1	3	0	2	2
CLDN34	0	1	0	1	0	0	0	0
CLDN4	225	138	200	283	47	30	36	23
CLDN5	1	4	1	0	2	2	8	3
CLDN6	1	0	0	0	12	15	6	12
CLDN7	2955	2361	2023	2981	2843	3002	2695	1623
CLDN8	0	0	0	1	0	0	0	0
CLDN9	4	3	1	1	15	14	7	10
CLDND1	2655	2185	1543	2427	1950	2157	2105	1813
CLDND2	10	13	8	17	11	6	11	9
CLEC10A	1	1	0	0	0	0	0	0
CLEC11A	5	7	2	8	6	6	6	4
CLEC12A	0	0	0	0	0	0	0	0
CLEC12B	3	2	2	1	0	0	0	0
CLEC14A	0	1	0	0	0	0	0	0
CLEC16A	1632	1364	901	1431	842	972	833	509
CLEC17A	0	1	0	0	0	0	1	0
CLEC18A	2	0	0	1	4	3	7	3
CLEC18B	0	0	0	0	7	3	9	2
CLEC18C	0	0	0	0	1	1	0	1
CLEC19A	0	1	0	1	0	0	0	0
CLEC1A	0	0	0	1	0	0	0	0
CLEC1B	0	0	0	0	0	0	0	0
CLEC2A	0	0	0	0	0	0	0	0
CLEC2B	64	79	53	75	23	19	24	28
CLEC2D	566	475	308	528	464	515	451	233
CLEC2L	0	1	0	0	0	0	0	0
CLEC3A	0	2	1	0	3	4	2	3
CLEC3B	0	1	0	0	13	9	8	7
CLEC4A	11	3	10	6	45	33	42	20
CLEC4C	0	0	0	1	0	0	0	0
CLEC4D	0	0	0	0	0	0	0	0
CLEC4E	0	1	0	0	0	0	0	0
CLEC4F	0	1	0	0	0	0	0	0
CLEC4G	0	0	0	0	0	0	0	0
CLEC4GP1	0	0	0	0	0	0	0	0
CLEC4M	0	0	1	0	0	0	0	0
CLEC5A	0	0	0	1	0	0	0	0
CLEC6A	1	0	0	0	0	0	0	0
CLEC7A	0	0	0	0	0	0	0	0
CLEC9A	0	1	0	0	0	0	0	0
CLECL1	0	0	0	0	2	2	3	0
CLGN	93	78	47	95	73	76	102	80
CLHC1	221	164	153	251	161	143	166	123
CLIC1	16100	13284	8638	14387	10856	12277	10507	6126
CLIC2	55	60	37	63	44	47	40	32
CLIC3	29	18	15	11	27	18	17	10
CLIC4	5939	4706	3198	4964	3712	4465	4046	4519
CLIC5	0	2	0	1	0	0	1	0
CLIC6	0	0	0	2	0	1	0	1
CLINT1	6851	5415	3891	6251	2927	3351	3034	2255
CLIP1	3732	3023	2239	3242	1855	2159	1811	1332
CLIP1-AS1	1	1	1	0	1	1	1	0
CLIP2	699	602	346	565	265	295	209	137
CLIP3	44	39	25	31	51	52	36	40
CLIP4	1523	1188	839	1184	726	809	674	546
CLK1	2880	2381	1625	2600	1166	979	1047	722
CLK2	2133	1804	1268	1971	580	582	556	315
CLK2P1	8	10	6	5	2	5	2	1
CLK3	1535	1308	896	1329	692	681	635	407
CLK4	1320	1128	710	1105	178	175	202	129
CLLU1	1	1	1	1	0	0	0	0
CLLU1OS	0	0	0	0	0	0	0	0
CLMN	1145	829	732	1069	620	668	567	334
CLMP	4492	3610	2441	3812	1427	1600	1434	928
CLN3	1175	1082	745	1264	676	802	682	447
CLN5	992	782	577	974	827	1014	998	791
CLN6	2828	2139	1530	2447	1724	2050	1825	1120
CLN8	1251	1060	662	1131	1278	1697	1442	1104
CLNK	0	1	0	0	0	0	0	0
CLNS1A	5831	4947	3082	5126	4456	5388	4364	2644
CLOCK	3675	2793	2162	3208	938	1174	1078	857
CLP1	950	801	592	927	424	458	408	290
CLPB	2146	1768	1186	1947	1478	1759	1590	921
CLPP	3357	2906	1787	3078	2935	3255	2792	1471
CLPS	0	0	0	0	0	0	0	0
CLPSL1	0	0	0	0	0	0	0	0
CLPSL2	1	0	0	0	2	0	0	2
CLPTM1	3709	3052	2059	3333	3399	3889	3482	1935
CLPTM1L	4815	4002	2743	4444	4414	5240	4467	2613
CLPX	2736	2423	1616	2471	790	875	767	547
CLRN1	1	1	0	1	0	0	0	0
CLRN1-AS1	0	1	0	0	0	0	0	0
CLRN2	0	0	0	0	0	1	0	0
CLRN3	0	1	0	0	0	0	0	1
CLSPN	3254	2441	1993	2916	1367	1565	1481	956
CLSTN1	6478	5640	2683	4344	4099	5008	3056	1884
CLSTN2	2	6	0	2	0	1	1	0
CLSTN2-AS1	0	1	0	1	0	0	0	0
CLSTN3	1301	1035	780	1106	1140	1302	1259	798
CLTA	6394	4660	2864	5279	4496	4729	4302	2400
CLTB	9534	7848	5443	8837	9761	10133	9295	5168
CLTC	18238	15352	10831	17748	7947	10160	8915	5896
CLTCL1	401	311	212	367	174	207	168	118
CLU	465	445	322	505	598	654	670	419
CLUAP1	585	572	323	520	204	215	190	110
CLUH	10908	9160	6574	9778	5224	6554	5604	3414
CLUHP3	374	326	233	318	171	201	169	127
CLUL1	22	13	4	13	26	42	35	23
CLVS1	281	177	125	217	146	132	149	211
CLVS2	4	0	0	3	0	0	0	0
CLYBL	116	133	79	120	138	157	136	85
CLYBL-AS1	0	1	0	0	0	0	0	1
CLYBL-AS2	0	1	0	0	0	0	0	0
CMA1	1	1	0	0	0	0	1	2
CMAHP	55	53	53	64	14	10	16	4
CMAS	2047	1748	1206	1932	1349	1425	1366	1046
CMBL	2974	2520	1786	3076	2066	2523	2397	1419
CMC1	1020	892	621	1074	984	1132	998	690
CMC2	1747	1489	913	1510	1410	1657	1440	833
CMC4	465	420	276	455	430	465	392	246
CMIP	1811	1489	1028	1610	840	1026	949	566
CMKLR1	4	4	2	3	0	0	0	2
CMPK1	3858	2927	2172	3302	2794	3025	3041	2916
CMPK2	60	44	19	37	23	33	16	12
CMSS1	2633	2151	1609	2563	2020	2315	2018	1191
CMTM1	55	46	34	51	18	26	20	7
CMTM2	0	1	0	0	2	3	5	1
CMTM3	153	131	82	112	33	22	20	16
CMTM4	2646	2260	1645	2497	2039	2517	2283	1457
CMTM5	0	0	0	0	0	0	0	0
CMTM6	3886	3087	2202	3448	3018	3368	3237	2545
CMTM7	441	376	241	412	408	429	363	223
CMTM8	142	126	70	142	39	43	43	16
CMTR1	2020	1717	1160	2001	1629	1930	1631	1123
CMTR2	1648	1327	980	1462	364	353	312	298
CMYA5	23	26	21	46	33	28	31	32
