ATG7_T1	ATG7_T2	ATG7_T3	pMXS_T1	pMXS_T2	pMXS_T3
Gm26849	0	0	0	0	0	0
Myo1e	0	0	0	0	0	0
Mir5626	399	349	314	388	353	403
Ccnb2	0	0	0	0	0	1
Rnf111	0	0	0	0	0	0
Gm24615	0	0	0	0	0	0
Gm23588	0	0	0	0	0	0
Gm23730	0	0	0	0	0	0
Gm22229	5	7	1	2	2	2
Sltm	0	0	0	0	0	0
Fam63b	0	0	0	0	0	0
Gm10642	0	0	0	0	0	0
Adam10	0	1	1	2	0	1
Lipc	0	0	0	0	0	0
Gm25149	0	0	0	0	0	0
Gm3436	0	0	0	0	0	0
RP23-413J12.1	0	0	0	0	0	0
Aqp9	0	0	0	0	0	0
RP23-2F19.3	0	0	0	0	0	0
RP23-2F19.2	0	0	0	0	0	0
Aldh1a2	0	0	0	0	0	0
RP24-86L13.2	0	0	0	0	0	0
Polr2m	0	0	0	0	0	0
Gcom1	1	5	2	2	3	1
Myzap	0	0	0	0	0	0
RP23-99B22.2	0	0	0	0	0	0
Cgnl1	0	0	0	0	0	0
Gm27220	0	0	0	0	0	0
Gm37660	0	0	0	0	0	0
Tcf12	0	0	0	0	0	0
Gm38057	0	0	0	0	0	0
Gm38111	0	0	0	0	0	2
Gm18821	0	0	0	0	0	0
Gm37879	0	0	0	0	0	0
Gm27152	0	0	0	0	0	0
Gm37663	0	0	0	0	0	0
Gm37023	0	0	0	0	0	0
A430027C01Rik	0	0	0	0	0	0
Gm27450	0	0	0	0	0	0
Gm37137	0	0	0	0	0	0
Rpl15-ps2	0	0	0	0	0	0
Gm25045	0	0	0	1	0	2
Gm7863	0	0	0	0	0	0
Gm7866	0	0	0	0	0	0
Gm27159	0	0	0	0	0	0
Gm27188	0	0	0	0	0	0
Gm7870	0	0	0	0	0	0
Gm25163	0	0	0	0	0	0
Gm27253	0	0	0	0	0	0
Zfp280d	0	0	1	0	0	0
Gm19353	0	0	0	0	0	0
Gm17828	0	0	0	0	0	0
Gm37983	0	0	0	0	0	0
Gm37303	0	0	0	0	0	0
Gm37581	0	0	0	0	0	0
BC065403	0	0	0	0	0	0
Gm37150	0	0	0	0	0	0
Gm27230	0	0	0	0	0	0
Gm27255	0	0	0	0	0	0
Gm27254	0	0	0	0	0	0
Mns1	0	0	0	0	0	0
Gm36948	0	0	0	0	0	0
Gm27231	464	473	341	540	510	476
Tex9	0	0	0	0	0	0
Gm28010	0	0	0	0	0	0
4930509E16Rik	0	0	0	0	0	0
Rfx7	0	0	0	0	0	0
Gm19427	0	0	0	0	0	0
Gm37105	0	0	0	0	0	0
Gm18014	0	0	0	0	0	0
Gm27241	0	0	0	0	0	0
Gm27232	4	3	8	1	1	0
Gm23057	0	0	0	0	0	0
Nedd4	0	0	0	0	0	0
A530064N14Rik	0	0	0	0	0	0
Gm7265	0	0	0	0	0	0
Gm37955	0	0	0	0	0	0
Gm36936	0	0	0	0	0	0
Gm27204	0	0	0	0	0	0
Prtg	0	0	0	0	0	0
Gm27203	0	0	0	0	0	0
A730062M13Rik	0	0	0	0	0	0
Gm37234	0	0	0	1	2	0
Pygo1	0	0	0	0	0	0
Dyx1c1	0	0	0	0	0	0
Gm44503	0	0	0	0	0	0
Gm23567	2579	2794	2138	2493	2709	2575
Gm37710	0	0	0	0	0	0
Ccpg1os	0	0	0	0	0	0
Ccpg1	0	0	0	0	0	0
Gm27353	0	0	0	0	0	0
Pigb	0	0	0	0	0	0
Gm38192	0	0	0	0	0	0
2310009A05Rik	0	0	0	0	0	0
Rab27a	0	0	0	0	0	0
Gm27186	0	0	0	0	0	0
Khdc3	0	0	0	0	0	0
Gm20509	0	0	0	0	0	0
Rsl24d1	0	0	0	0	0	0
Gm38215	0	0	0	0	0	0
Gm5745	0	0	0	0	0	0
Gm27211	1	1	2	2	0	2
Unc13c	0	0	0	0	0	0
Gm37611	0	0	0	0	0	0
Gm27148	0	0	0	0	0	0
Gm25105	0	0	0	0	0	0
Gm37326	0	0	0	0	0	0
n-R5s86	0	0	0	0	0	0
Wdr72	0	0	0	1	1	0
Gm24141	0	0	0	0	0	0
Nr1h2-ps	16	14	8	8	13	11
Gm28622	0	0	0	0	0	0
Gm27189	0	0	0	0	0	0
Gm27233	0	0	0	0	0	0
Gm22315	0	0	0	0	0	0
Gm16551	0	0	0	0	0	0
Gm20649	0	0	0	0	0	0
Gm28182	0	0	0	0	0	0
Onecut1	0	0	0	0	0	0
Fam214a	0	0	0	0	0	0
Arpp19	0	0	0	0	0	0
RP23-203P12.5	1	1	0	1	1	0
Myo5a	0	0	0	0	0	0
Gm9719	0	0	0	0	0	0
Gm16353	0	0	0	0	0	0
Myo5c	0	0	0	0	0	0
Gnb5	0	0	0	0	0	0
RP24-189I2.4	0	0	0	0	0	0
RP24-189I2.5	0	0	0	0	0	0
Bcl2l10	0	0	0	0	0	1
Mapk6	0	0	0	0	0	0
RP24-365N15.4	0	0	0	0	0	0
RP24-365N15.3	0	0	0	0	0	0
4933433G15Rik	0	0	0	0	0	0
Leo1	0	0	0	0	0	0
Gm7972	0	0	0	0	0	0
Tmod3	0	0	0	0	0	0
RP24-365N15.9	0	0	0	0	0	0
Tmod2	0	0	0	0	0	0
RP24-126O19.4	0	0	0	0	0	0
Lysmd2	0	0	0	0	0	0
Scg3	0	0	0	0	0	0
Gm37871	0	1	0	0	0	0
Gm3671	0	0	0	0	0	0
Bmp5	0	0	0	0	0	0
RP23-426K2.2	0	0	0	0	0	0
Gm26903	0	0	0	0	0	0
Gm44355	0	0	0	0	0	0
RP23-426K2.3	0	0	0	0	0	0
Gm25300	0	0	0	0	0	0
Hmgcll1	0	0	0	0	0	0
Gm38083	0	0	0	0	0	0
Gfral	0	0	0	0	0	0
Hcrtr2	0	0	0	0	0	0
Gm27234	0	0	0	0	0	0
Fam83b	1	0	0	0	3	10
Gm27156	0	0	0	0	0	0
Gm27245	20	13	11	7	3	16
Gm22938	0	0	0	0	0	0
RP24-375O19.4	0	3	4	0	0	0
Gm27155	0	0	0	0	0	0
Gm23791	0	0	0	0	0	0
RP23-18M12.2	0	0	0	0	0	0
Gm18486	0	0	0	0	0	0
Tinag	0	0	0	0	0	0
Gm27158	0	0	0	0	0	0
Gm19541	0	0	0	0	0	0
Gm5746	0	0	0	0	0	0
Mlip	0	0	0	0	0	0
Gm27210	1	3	5	2	7	1
Gm38254	0	0	0	0	0	0
4930590H14Rik	0	0	0	0	0	0
5730403I07Rik	0	0	0	1	0	5
Lrrc1	0	0	0	0	0	0
Gm19569	0	0	0	0	0	0
Gm21013	0	0	0	0	0	0
Gm25250	0	0	0	0	0	0
Klhl31	0	0	0	0	0	0
RP23-268C22.3	0	0	0	0	0	0
RP23-268C22.2	139	187	144	176	196	181
RP23-297P22.1	0	0	0	0	0	0
Gclc	0	0	0	0	0	0
RP24-397P9.4	0	0	0	0	0	1
RP24-397P9.2	0	0	0	0	0	0
RP24-397P9.3	0	0	0	0	0	0
RP24-397P9.5	0	0	0	0	0	0
Elovl5	0	0	0	0	0	0
RP23-37D14.4	0	0	0	0	0	0
Gm23609	45	40	32	69	69	43
RP23-37D14.3	0	0	0	0	0	0
RP23-37D14.5	1	0	1	4	0	1
Gcm1	0	0	0	0	0	0
RP23-37D14.7	0	0	0	0	0	0
Fbxo9	0	0	0	0	0	0
Ick	0	0	0	0	0	0
Rn7sk	0	0	0	0	0	0
C920006O11Rik	0	0	0	0	0	0
Gsta4	0	0	0	0	0	0
RP23-99D11.5	0	0	0	0	0	0
Gsta1	0	0	0	0	0	0
RP23-99D11.7	0	0	0	0	0	0
Gm3776	0	0	0	0	0	0
RP23-99D11.8	0	0	2	0	0	2
Gm10639	0	0	0	0	0	0
Omt2a	0	0	0	0	0	0
Gm8074	0	0	0	0	0	0
Omt2b	0	0	0	0	0	0
Gsta2	0	1	0	0	0	0
Dppa5a	0	0	0	0	2	1
Ooep	0	0	0	0	0	0
Gm8087	0	0	0	0	0	0
4930542C12Rik	0	0	0	0	0	0
Ddx43	0	0	0	0	0	0
Gm8093	0	0	0	0	0	0
Mb21d1	0	0	0	0	0	0
Gm17324	0	0	0	0	0	0
Mto1	0	0	0	0	0	0
Eef1a1	0	0	0	0	0	0
Gm26377	0	0	0	0	0	0
RP23-366K1.6	0	0	0	0	0	0
Slc17a5	0	0	0	0	0	0
Cd109	0	0	0	0	0	0
4921509A06Rik	5	5	4	6	8	8
RP24-70H20.4	0	0	0	0	0	0
RP24-70H20.5	0	0	0	0	0	0
Gm8116	0	0	0	0	0	0
RP24-75M13.2	0	0	0	0	0	0
RP24-75M13.1	0	0	0	0	0	0
RP23-93J3.1	0	0	0	0	0	0
RP23-433C10.1	0	0	0	0	0	0
RP23-433C10.2	0	0	0	0	0	0
Gm28620	0	0	0	0	0	0
RP23-261O3.2	0	0	0	0	0	0
RP23-261O3.3	0	0	0	0	0	0
RP23-261O3.4	0	0	0	0	0	0
RP23-261O3.5	0	0	0	0	0	0
RP23-352M7.2	0	0	0	0	0	0
RP23-352M7.1	0	0	0	0	0	0
RP24-279F18.1	0	0	0	0	0	0
RP23-462B19.2	0	0	0	0	0	0
Col12a1	0	0	0	0	0	0
4930562D21Rik	0	0	0	0	0	0
Cox7a2	0	0	0	0	0	0
Tmem30a	0	0	0	0	0	0
4930429F24Rik	0	0	0	0	0	0
Filip1	1	0	0	1	1	2
Gm20477	0	0	0	0	0	0
Gm3211	0	0	0	0	0	0
RP23-228J12.2	3	1	0	0	0	0
Gm25433	0	0	0	0	0	0
RP24-63G9.4	0	0	0	0	0	0
Senp6	0	0	0	0	0	0
Gm20648	0	0	1	0	0	0
Gm17477	0	0	0	0	0	0
Myo6	0	0	0	0	0	0
Gm27227	0	0	0	0	0	0
Impg1	0	0	0	0	0	0
CH25-502A9.2	0	0	0	0	0	0
CH25-502A9.1	0	0	0	0	0	0
RP23-442O9.1	0	0	0	0	0	0
Gm27224	0	0	0	0	0	0
Gm27225	0	0	0	0	0	0
Gm26713	0	0	0	0	0	0
Gm8151	3	17	11	21	14	41
Gm27226	0	5	2	1	6	0
Htr1b	0	0	0	0	0	0
D430036J16Rik	0	0	0	0	0	0
Gm9531	0	0	0	0	0	0
Gm26907	0	0	0	0	0	0
Mei4	0	0	0	0	0	0
Gm37837	0	0	0	0	0	0
RP23-316O20.1	0	0	0	0	0	0
Gm15896	0	0	0	0	0	0
Gm23748	0	0	0	0	0	0
RP24-161L16.3	0	0	0	0	0	0
1700063H06Rik	0	0	0	0	0	0
Gm22836	0	0	0	0	0	0
Gm24393	0	0	0	0	0	0
Gm27249	0	0	0	0	0	0
Irak1bp1	0	0	0	0	0	0
Phip	0	0	0	0	0	0
RP23-13G1.9	0	0	0	0	0	0
Gm27248	0	0	0	0	0	0
RP23-13G1.8	0	0	0	0	0	0
Hmgn3	0	0	0	0	0	0
Gm2065	0	0	0	0	0	0
Gm29054	0	0	0	0	4	0
Gm38279	0	0	0	0	2	0
Gm27216	0	0	0	0	0	0
RP23-72A20.11	0	0	0	0	0	0
Lca5	0	0	0	0	0	0
Rps27a-ps2	0	0	0	0	0	0
Gm2087	0	0	0	0	0	0
Gm37307	0	0	0	0	0	0
Gm28552	0	0	0	0	0	0
Gm28477	0	0	0	0	0	0
Sh3bgrl2	5	3	2	2	7	2
RP24-221A9.1	0	0	0	0	0	0
RP23-101D11.3	0	0	0	0	0	0
Gm2109	0	0	0	3	0	0
Elovl4	0	0	0	0	0	0
Ttk	0	0	0	0	0	0
RP23-218I3.4	7	1	0	5	3	1
Bckdhb	0	0	0	0	0	0
Gm29163	0	0	0	0	2	0
Gm29164	0	0	0	0	0	0
RP23-44C21.2	0	0	0	0	0	0
Gm26146	0	0	0	0	0	0
RP24-465F1.1	0	0	0	0	0	0
Gm8226	0	0	0	0	0	0
RP23-329B5.1	0	0	0	0	0	0
Gm26126	0	0	0	0	0	0
RP23-329B5.2	0	0	0	0	0	0
4930554C24Rik	0	0	0	0	0	0
RP23-61B14.3	0	0	0	0	0	0
Gm28625	0	0	0	0	0	0
RP23-61B14.4	0	0	0	0	0	0
Gm8228	0	3	0	0	0	0
Gm28070	0	0	0	0	0	0
RP23-142F22.2	0	0	0	0	0	0
RP23-142F22.1	0	0	0	0	0	0
Gm11114	0	0	0	0	0	0
Fam46a	1	0	1	0	0	0
RP24-216P6.3	0	0	0	0	0	0
Gm36927	0	0	0	0	0	0
RP24-216P6.4	0	0	2	0	0	0
Gm25125	4	2	0	5	5	1
RP24-86K19.1	0	0	0	0	0	0
RP23-58N8.7	0	0	0	0	0	0
Ibtk	0	0	0	0	0	0
4933431K14Rik	0	0	0	0	0	0
Gm22830	0	0	0	0	0	0
Gm5619	0	0	0	0	0	0
Gm18766	0	0	0	0	0	0
9330154J02Rik	0	0	0	0	0	0
Tpbg	0	0	0	0	0	0
RP24-511A23.3	0	0	0	0	0	0
RP23-103I7.1	0	0	0	0	0	0
Ube2cbp	0	0	0	0	4	0
Gm16202	0	0	0	0	0	0
Dopey1	4	10	14	7	1	3
Gm17530	0	0	0	0	0	0
Pgm3	0	0	0	0	0	0
Rwdd2a	0	0	0	0	0	0
Me1	0	0	0	0	0	0
Gm38230	0	0	0	0	0	0
A330041J22Rik	0	0	0	0	0	0
Gm25949	0	0	0	0	0	0
Gm22138	0	0	0	0	0	0
Gm37484	0	0	0	0	0	0
Prss35	0	0	0	0	0	0
Snap91	0	0	0	0	0	0
Gm37941	0	0	0	0	0	0
RP24-148D3.3	0	0	0	0	0	0
Ripply2	0	0	0	0	0	0
Cyb5r4	0	0	0	0	0	0
Gm8282	0	0	0	0	0	0
Mrap2	0	0	0	0	0	0
Gm37012	0	0	0	0	0	0
Cep162	0	0	0	0	0	0
Gm24649	98	126	84	87	124	115
Gm9540	0	0	0	0	0	0
Gm37375	0	0	0	0	0	0
Tbx18	0	0	0	0	0	0
D030062O11Rik	0	0	0	0	0	0
Gm37374	0	0	0	0	0	0
Gm9541	0	0	0	0	0	1
Gm25528	0	0	0	0	0	0
Gm23176	0	0	0	0	0	0
Gm28877	0	0	0	0	0	0
Gm2324	0	0	0	0	0	0
Gm5368	0	0	0	0	0	0
Gm28231	0	0	0	0	0	0
Gm5066	0	0	0	0	0	0
RP23-118M23.8	0	0	0	0	0	0
Nt5e	11	7	8	23	16	9
Snx14	0	0	0	0	0	0
Gm10163	0	0	0	0	0	0
Gm20537	0	0	1	0	0	0
Gm28229	0	0	0	0	0	0
Syncrip	0	0	0	0	0	0
Snhg5	2	1	0	0	0	0
Snord50a	1	0	1	1	0	0
Snord50b	0	0	0	0	0	0
Gm22985	0	0	0	0	0	0
Zfp949	0	0	0	0	0	0
Gm26461	0	0	0	0	0	0
Trim43a	0	0	0	0	0	0
9430037G07Rik	2	0	0	0	0	0
Gm29603	0	0	0	0	0	1
Gm23017	0	0	0	0	0	0
Gm38214	0	0	0	0	0	0
Gm37226	0	0	0	0	0	0
Mthfsl	0	0	0	0	0	0
Gm10634	0	0	0	0	0	0
Bcl2a1d	0	0	0	0	0	0
Gm37560	0	0	0	0	0	0
Gm26082	0	0	0	0	0	0
Gm37614	0	0	0	0	0	0
Gm29562	0	0	1	0	0	1
Trim43c	0	0	1	0	0	0
9330159M07Rik	0	0	0	0	0	0
Gm9775	0	0	0	0	0	0
Gm26135	0	0	0	0	0	0
Gm26611	0	0	0	0	0	0
Gm2396	0	0	0	0	0	0
Gm23707	0	0	0	0	0	0
Bcl2a1a	0	0	0	0	0	0
Gm37833	0	0	0	0	0	0
Gm37993	0	0	0	0	0	0
Gm24463	0	0	0	0	0	0
Gm19498	0	0	0	0	0	0
Trim43b	0	0	0	0	2	0
4930579C12Rik	0	0	0	0	0	0
Gm26423	0	0	0	0	0	0
Bcl2a1b	0	0	0	0	0	0
Gm29094	0	0	0	0	0	0
Mthfs	0	0	0	0	0	0
Gm38091	0	0	0	0	0	0
RP23-407B23.4	0	0	0	0	0	0
AF529169	0	0	0	0	0	0
RP24-340L11.5	0	0	0	0	0	0
RP24-340L11.6	0	0	0	0	0	0
Tmed3	0	0	0	0	0	0
Ankrd34c	0	0	0	0	0	0
Gm29608	0	0	0	0	0	0
Mir184	0	0	0	0	0	0
1700017I07Rik	0	0	0	0	0	0
4930524O08Rik	0	0	0	0	0	0
Rasgrf1	0	1	0	0	0	0
Gm23759	0	0	0	0	0	0
Gm17944	0	0	0	0	0	0
Ctsh	59	75	41	58	68	50
Morf4l1	0	0	1	0	0	0
Gm26882	0	0	0	0	0	0
Gm6223	0	0	0	0	0	0
9430062P05Rik	0	0	0	0	0	0
Adamts7	0	0	0	0	0	0
Tbc1d2b	0	0	0	0	0	0
Gm16200	0	0	0	0	0	0
RP24-216M10.1	0	0	0	0	0	0
Gm22717	9	20	10	56	0	12
Gm22866	0	0	0	0	0	0
Gm2497	0	0	0	0	0	0
Gm29605	0	0	0	0	0	0
Gm29604	4	1	4	0	3	1
Gm28703	0	0	0	0	0	0
Gm37665	0	0	0	0	0	0
Gm20561	1	6	18	4	5	4
Gm29408	0	0	0	0	0	0
Gm5620	0	0	0	0	0	0
Gm36960	0	0	0	0	0	0
Gm29602	0	0	0	0	0	0
Gm37812	0	0	0	0	0	0
RP23-186M2.3	0	0	0	0	0	0
Gm37457	0	0	0	0	0	0
Gm37040	0	0	0	0	0	0
Gm28652	0	0	0	0	0	0
A730094K22Rik	1	0	1	1	1	0
Zic1	0	0	0	0	0	0
Zic4	0	0	0	0	0	0
Gm37477	0	0	0	0	0	0
Gm29478	0	0	0	0	0	0
Gm37987	0	0	0	0	0	0
Gm26101	0	0	0	0	0	1
Gm45561	0	0	0	0	0	0
Plscr5	0	0	0	0	0	0
Plscr1	59	49	40	31	38	78
Mir6386	0	0	0	0	0	0
Plscr2	0	0	0	0	0	0
Gm29139	0	0	0	0	0	0
1700057G04Rik	0	0	0	0	0	0
Gm15493	0	0	0	0	0	0
Plscr4	0	0	0	0	0	0
Gm25417	0	0	0	0	0	0
Gm38391	0	0	0	0	0	0
Gm37545	0	0	0	0	0	0
Plod2	0	0	0	0	0	0
Gm2495	0	0	0	0	0	0
Gm29396	0	0	0	0	0	0
4933400C23Rik	0	0	0	0	0	0
Gm28054	0	0	0	0	0	0
Gm29397	0	0	0	3	2	3
1700034K08Rik	0	0	0	0	0	0
Gm9621	1691	1632	1654	707	680	1296
RP23-237M15.1	0	0	0	0	0	0
RP23-374L19.1	251	320	241	404	382	319
Gm24200	0	0	0	0	0	0
Gm5370	0	0	0	0	0	0
Gm28934	0	0	0	0	0	0
1190002N15Rik	0	0	0	0	0	0
RP24-361K14.1	0	0	0	0	0	0
Gm24178	0	0	0	0	0	0
Gm29395	0	0	0	0	0	0
Slc9a9	0	0	0	0	0	0
Gm16262	0	0	0	0	0	0
Mir7656	0	0	0	0	0	0
RP23-365J20.3	0	0	0	0	0	0
Chst2	0	0	0	0	0	0
Gm37805	0	0	0	0	0	0
Gm8449	0	0	0	0	0	0
Gm19193	0	0	0	0	0	0
U2surp	0	0	0	0	0	0
Gm28424	0	0	0	0	0	0
RP23-260J19.5	0	0	0	0	0	0
Paqr9	0	0	0	0	0	0
Gm16126	0	0	0	0	0	0
Gm28164	0	0	0	0	0	0
Gm25582	0	0	0	0	0	0
Gm16127	0	0	0	0	0	0
Pcolce2	0	0	0	0	0	0
Itpa-ps2	0	0	0	0	0	0
Trpc1	0	0	0	0	0	0
Pls1	0	0	0	0	0	0
1700065D16Rik	0	0	0	0	0	0
Atr	3	6	3	8	12	5
Gm24004	0	0	0	0	0	0
Gm16794	0	0	0	0	0	0
Xrn1	0	0	0	0	0	0
C78334	0	0	0	0	0	0
Gm28085	0	0	0	0	0	0
Gm38375	0	1	0	1	0	0
Gk5	0	0	0	0	0	0
Tfdp2	0	0	0	0	0	0
Gm37195	1	0	0	0	0	0
Gm28924	0	0	0	0	0	0
Atp1b3	0	0	0	0	0	0
BC043934	0	0	0	0	0	0
Rnf7	0	2	0	0	0	0
Gm28729	0	0	0	1	0	0
Gm27289	0	0	0	0	0	0
Gm8495	0	0	0	0	0	0
Rasa2	0	0	0	0	0	0
n-R5s87	0	0	0	0	0	0
Gm19280	0	0	0	0	0	0
Zbtb38	0	0	0	0	0	0
A930006L05Rik	0	0	0	0	0	0
C430002N11Rik	3	1	6	0	0	3
Gm28688	0	0	0	0	0	0
Gm8520	0	0	0	0	0	0
Pxylp1	0	0	0	0	0	0
Gm10123	0	0	0	0	0	0
Gm8524	0	0	0	0	0	0
Spsb4	0	0	0	0	0	0
Gm16010	0	0	0	0	0	0
Gm18291	0	0	0	0	0	0
Gm19325	0	0	0	0	0	0
Gm26767	0	0	0	0	0	0
Slc25a36	0	0	0	0	0	1
Gm16185	0	0	0	0	0	0
Rpl7a-ps10	0	1	0	5	2	0
Gm5371	0	1	0	0	0	0
Gm29241	0	0	0	0	0	0
Gm29240	0	0	0	0	2	0
A030012G06Rik	271	208	187	457	324	235
Trim42	2	0	0	0	0	0
Gm15891	0	0	0	0	0	0
Gm25607	0	0	0	0	0	0
Clstn2	0	0	0	0	0	0
Gm37661	0	0	0	0	0	0
4921534H16Rik	0	0	0	0	0	0
2610303G11Rik	0	0	0	0	0	0
Nmnat3	0	0	0	0	0	0
Gm28530	0	0	0	0	0	0
Rbp1	2	3	0	0	1	4
Rbp2	0	3	0	2	0	0
Gm37113	0	0	0	0	0	0
4930579K19Rik	0	0	0	0	0	0
Copb2	6	0	1	1	2	4
RP23-307B15.5	0	0	0	0	0	0
Mrps22	0	0	0	0	0	0
Gm37637	0	0	0	0	0	0
Gm27919	0	0	0	0	0	0
Pisrt1	0	0	0	0	0	0
E330023G01Rik	0	0	0	0	0	0
Gm37282	9	0	1	3	1	3
Gm37917	0	0	0	0	0	0
Gm38226	1	0	0	1	4	1
Prr23a1	0	0	0	0	0	0
Prr23a2	0	0	0	0	1	0
Prr23a3	0	0	0	0	0	0
Gm5920	0	0	0	1	0	0
RP24-207M20.5	0	0	0	0	0	0
7420426K07Rik	1	0	1	0	1	0
RP24-225E14.11	0	0	0	0	0	0
Gm28266	0	0	0	0	0	0
Foxl2os	0	0	0	0	0	0
Foxl2	0	0	0	0	0	0
Faim	0	0	0	0	0	0
Gm1123	0	0	0	0	0	0
Pik3cb	0	0	0	0	0	0
Gm2950	0	0	0	0	0	0
Faiml	0	0	0	0	0	0
Gm38327	6525	5905	3707	5965	6570	6021
Cep70	0	0	0	0	0	0
RP23-114N1.10	0	0	0	0	0	0
RP23-114N1.9	0	0	0	0	0	0
4930422M22Rik	0	0	4	7	3	0
Gm37249	0	0	0	0	0	0
Esyt3	0	0	0	0	0	0
1700008A23Rik	0	0	0	0	0	0
Gm28087	0	0	0	0	0	0
Mras	0	0	0	0	0	0
Nme9	0	0	0	0	0	0
Armc8	99	102	82	165	144	151
Dbr1	0	0	0	0	0	0
A4gnt	10	2	16	3	6	5
Dzip1l	0	0	0	0	0	0
Cldn18	0	5	2	0	1	0
Gm16004	0	0	0	0	0	0
Gm23949	0	0	0	0	0	0
RP23-52K6.2	0	0	0	0	0	0
Sox14	3902	4011	2409	4043	3773	2837
Gm23594	0	0	0	0	0	0
Gm8641	0	0	0	0	0	0
4930519F24Rik	0	0	0	0	0	0
4930540E01Rik	0	0	0	0	0	0
Gm28167	35	20	8	30	32	37
RP23-368K22.5	0	0	0	0	0	0
Gm28267	0	0	0	0	0	0
Gm28166	0	0	0	0	0	0
Il20rb	0	0	0	0	0	0
Nck1	0	0	0	0	0	0
Gm28586	198	193	149	234	215	265
Slc35g2	0	0	0	0	0	0
Stag1	0	0	0	0	0	0
RP23-116P18.5	0	0	2	0	0	3
Gm8661	0	0	0	0	0	0
Gm37204	0	0	0	0	0	0
Gm38297	0	0	0	0	0	0
Gm3081	0	0	0	0	0	0
Pccb	0	0	3	3	0	1
Gm3096	0	0	0	0	0	0
Msl2	0	0	0	0	0	0
Gm37553	0	0	0	0	0	0
Ppp2r3a	0	0	0	0	0	0
Gm37962	0	0	0	0	0	0
Gm37621	0	0	8	0	0	0
Gm37953	0	0	0	0	0	0
Gm38344	0	0	0	0	0	0
Gm37314	0	0	0	0	0	0
Gm24338	0	0	0	0	0	0
Gm3121	0	0	0	0	0	0
Gm28660	12	3	4	4	12	6
Gm28979	0	0	0	0	0	0
Gm24638	4	2	0	2	2	1
Gm29385	0	0	0	0	0	0
Gm5161	1	0	0	0	1	0
RP23-269P7.4	0	0	0	0	0	0
RP23-269P7.3	0	0	0	0	0	0
RP23-269P7.5	13	6	1	8	14	3
Gm29521	0	0	0	0	0	0
9630041A04Rik	0	0	0	0	0	0
Gm37460	0	0	0	0	0	0
Ephb1	0	0	0	0	0	0
Gm37683	0	0	0	0	0	0
Gm37562	0	0	0	0	0	0
n-R5s88	0	0	0	0	0	0
Gm29388	0	0	0	0	0	0
Gm37945	0	0	0	0	0	0
Gm37260	0	0	0	0	0	0
Mir7243	0	0	0	0	0	0
Gm26846	0	0	0	0	0	0
Gm22894	0	0	0	0	0	0
RP23-467E4.7	0	0	0	0	0	0
Ky	0	0	0	0	0	0
Gm25669	0	0	0	0	0	0
Gm7364	0	0	0	0	0	0
Gm29143	0	2	1	0	0	0
Gm29387	0	0	0	0	0	0
RP23-467E4.6	0	0	0	0	0	0
Cep63	0	0	0	0	0	0
Anapc13	0	0	0	0	0	0
4930533D04Rik	0	0	0	0	0	0
Gm36957	0	0	0	0	0	0
Amotl2	0	0	0	0	0	0
Gm5627	0	0	0	0	0	0
Gm36958	0	0	0	0	0	0
RP23-274G21.6	0	0	0	0	0	0
RP23-274G21.4	0	0	0	0	0	0
Ryk	1	1	3	5	2	5
RP23-274G21.5	0	0	0	0	0	0
Slco2a1	0	0	0	0	0	0
Gm25842	5	7	3	1	8	10
n-R5s89	0	0	0	0	0	0
Gm22595	0	0	0	0	0	0
RP24-421P3.9	0	0	0	0	0	0
Rab6b	0	0	0	0	0	0
Gm37166	0	0	0	0	0	0
Srprb	0	0	0	0	0	0
Gm20425	0	0	0	0	0	0
Trf	0	0	0	0	0	0
1300017J02Rik	0	0	0	0	0	0
Topbp1	0	0	0	0	0	0
Cdv3	0	0	0	0	0	0
Gm29600	0	0	0	0	0	0
RP23-217J11.6	0	0	0	0	0	0
5830418P13Rik	0	0	0	0	0	0
Bfsp2	0	0	0	0	0	0
Gm16252	0	0	0	0	0	0
Tmem108	0	0	0	0	0	0
RP23-216O10.11	0	0	0	0	0	0
Gm26360	0	0	0	0	0	0
Gm37649	0	0	0	0	0	0
4932413F04Rik	0	0	0	0	0	0
Gm38032	0	0	0	0	0	0
Gm5372	0	0	0	0	0	0
Gm29154	0	0	0	0	0	0
RP23-380A10.8	0	0	3	0	0	0
Nphp3	0	0	0	0	0	0
Gm28305	0	0	0	0	0	0
Gm37200	0	0	0	0	0	0
Uba5	0	0	0	0	0	0
Gm37750	0	0	0	0	0	0
Acad11	0	0	0	0	0	0
Ackr4	0	0	0	0	0	0
RP24-296K18.5	0	0	0	0	0	0
RP24-296K18.6	0	0	0	0	0	0
Dnajc13	0	0	0	0	0	0
Hmgb1-rs16	0	0	0	0	0	0
Gm37563	0	0	0	0	0	0
Acpp	0	0	0	0	0	0
Gm28996	0	0	0	0	0	0
Gm28548	0	0	0	0	0	0
Mir2136	0	0	0	0	0	0
Gm25904	0	0	0	0	0	0
Cpne4	0	0	5	0	3	0
Gm23391	0	0	2	0	0	0
Mrpl3	667	768	658	662	656	665
Gm38077	0	0	0	0	0	0
RP24-553E23.8	0	0	0	0	0	0
RP24-553E23.7	0	0	0	0	0	0
RP24-553E23.6	0	0	0	0	0	0
Nudt16	0	0	0	0	1	0
1700080E11Rik	0	0	0	0	0	0
Nek11	0	0	0	0	0	0
Gm37582	0	0	0	0	0	0
Gm20643	0	0	0	0	0	0
Gm15619	0	0	0	0	0	0
