0	S0008_IN	S0008_RIP	S0009_IN	S0009_RIP	S0014_IN	S0014_RIP	S0017_IN	S0017_RIP	S0025_IN	S0025_RIP	S0026_IN	S0026_RIP	S0030_IN	S0030_RIP	S0042_IN	S0042_RIP	S0057_IN	S0057_RIP	S0085_IN	S0085_RIP	COV00075_IN	COV00075_RIP	COV00079_IN	COV00079_RIP	COV00084_IN	COV00084_RIP	COV00087_IN	COV00087_RIP	COV00093_IN	COV00093_RIP	COV00106_IN	COV00106_RIP	COV00397_IN	COV00397_RIP	COV00413_IN	COV00413_RIP	COV00417_IN	COV00417_RIP	COV00419_IN	COV00419_RIP	COV00422_IN	COV00422_RIP	COV00432_IN	COV00432_RIP
win.372	1307	391	107	1645	3628	249	1993	450	97	871	340	553	224	905	316	2001	300	105	1956	4989	1344	2765	5	93	882	3173	34	49	1845	2554	2904	1218	1933	2929	6610	2474	50	555	1174	791	281	2332	6054	2916
win.373	1226	391	105	1285	3123	249	1993	450	94	871	280	535	211	783	316	2001	300	105	1712	3238	1230	2501	5	91	842	3150	35	46	1672	2473	2588	1178	1829	2899	4886	2427	50	555	1053	775	271	2260	5690	2920
win.374	1260	391	119	1284	3662	258	1993	450	95	871	346	427	226	782	316	2001	300	107	1929	3232	1329	2527	5	91	859	3150	36	46	1883	2484	3008	1149	1922	2881	4891	2424	50	555	1117	777	272	2240	6188	2998
win.375	1254	391	114	1284	3854	258	1993	450	98	871	368	853	239	749	316	2001	302	103	2104	3486	1355	2571	6	91	883	3150	34	46	1973	2483	3260	1157	1993	2893	4976	2422	52	555	1193	780	286	2263	6387	2998
win.376	1260	393	108	1284	3891	248	1991	450	99	871	361	857	247	748	316	2001	302	102	2152	3476	1404	2563	7	91	896	3156	34	46	2105	2488	3423	1157	2035	2895	5152	2410	52	555	1268	782	297	2317	6575	3000
win.377	1266	393	103	1283	3861	248	2019	450	101	871	374	859	253	748	316	2002	303	102	2276	3283	1517	2527	7	91	920	3163	38	46	2324	2450	3820	1157	2127	2906	5577	2413	52	555	1447	787	315	2287	7056	3000
win.378	1264	401	100	1284	3481	251	2019	450	100	871	339	425	248	746	316	2002	301	102	2074	3218	1443	2487	5	91	878	3164	38	46	2145	2444	3508	1159	2054	2900	5585	2418	51	555	1349	784	297	2234	6694	3003
win.379	1286	401	104	1286	3594	253	2025	450	99	871	353	425	241	752	316	2013	303	102	2116	3044	1468	2517	8	91	890	3177	42	46	2179	2443	3415	1165	2137	2893	6351	2425	51	558	1432	788	307	2242	6818	3007
win.380	1277	401	93	1287	3120	249	2025	450	98	871	277	422	232	752	316	2013	305	102	1772	3050	1330	2504	7	91	863	3177	40	46	1779	2455	2892	1183	2034	2895	6056	2440	48	558	1257	783	279	2204	6233	2934
win.381	1296	406	93	1286	3159	250	2025	450	98	873	297	423	230	753	312	2013	305	102	2011	3054	1353	2484	5	91	875	3181	41	46	1802	2464	2903	1184	2063	2905	6383	2432	50	558	1299	783	279	2206	6350	2934
win.382	1265	406	90	1285	2831	251	2027	450	98	873	249	424	230	753	312	2013	305	102	1721	3055	1222	2462	3	91	830	3183	42	46	1592	2462	2553	1184	1977	2915	5833	2431	51	558	1184	781	263	2298	6046	2933
win.383	1248	406	93	1285	2989	247	2029	450	99	873	263	422	237	753	321	2013	305	102	1824	3053	1257	2475	3	91	843	3175	43	46	1677	2467	2600	1182	1983	2918	6153	2435	51	558	1237	781	267	2298	6205	2933
win.384	1233	406	83	1285	2533	247	2030	450	96	873	196	424	222	754	321	2013	305	102	1264	3051	1180	2473	3	93	823	3177	44	46	1537	2458	2455	1181	1907	2915	5390	2425	51	558	1129	782	255	2298	5863	2937
win.385	1250	406	80	1285	2551	248	2030	450	96	873	196	992	216	755	321	2013	305	102	1259	3054	1177	2488	3	93	828	3194	43	46	1529	2459	2470	1181	1869	2931	5079	2434	50	559	1087	782	259	2215	5747	2943
win.386	1301	406	78	1285	2645	247	2035	450	97	1600	192	991	218	758	321	2029	305	103	1292	3916	1193	2488	3	93	826	3198	41	46	1525	2459	2473	1182	1852	2933	4678	2433	50	559	1039	782	252	2306	5625	2944
win.387	1315	406	81	1285	2914	245	2037	450	98	1600	222	420	224	759	321	2029	305	102	1476	3915	1243	2504	3	93	849	3200	40	46	1657	2473	2572	1182	1865	2940	4883	2434	50	563	1084	782	271	2307	5786	2944
win.388	1287	406	77	1285	3132	246	2038	450	95	1600	238	995	227	758	321	2029	305	102	1610	3797	1292	2507	4	93	869	3200	42	46	1783	2478	2681	1182	1934	2946	4874	2436	50	563	1084	783	272	2219	5834	2950
win.389	1287	406	79	1286	2961	245	2039	450	97	871	226	998	216	761	321	2028	305	102	1523	3061	1310	2529	4	93	868	3203	41	46	1794	2506	2796	1195	1959	2952	4741	2440	50	563	1094	783	271	2231	5810	2957
win.390	1277	406	79	1286	2985	248	2039	450	97	872	232	998	222	760	321	2028	305	102	1517	3813	1286	2548	4	93	867	3205	38	46	1746	2504	2790	1195	1959	2952	4687	2441	51	563	1074	787	269	2232	5876	2962
win.391	1320	406	80	1286	3275	251	2043	450	97	1601	266	427	240	594	321	2028	305	102	1718	3948	1462	2647	5	94	903	3205	39	46	2074	2514	3255	1279	2073	2966	5821	2445	53	563	1241	787	305	2252	6532	2964
win.392	1305	406	77	1284	3033	248	2042	450	94	1600	225	428	231	596	324	2028	305	102	1554	3944	1495	2793	6	94	905	3273	40	46	2181	2526	3347	1266	2262	2993	7998	2457	58	565	1389	789	305	2275	7831	2966
win.393	1305	406	74	1284	2827	248	2043	450	94	1602	206	428	229	597	324	2030	305	102	1452	3202	1482	2851	7	94	891	3276	43	46	2074	2558	3240	1229	2289	3009	8187	2457	57	566	1408	789	293	2278	7879	3002
win.394	1242	405	73	1285	2161	250	2037	450	94	874	134	432	199	596	324	2030	305	102	991	3075	1415	3066	6	93	867	3286	44	46	1990	2680	3184	1343	2401	3023	9816	2461	58	566	1534	791	282	2292	8604	3119
win.395	1301	407	76	1284	2261	252	2058	503	96	881	154	705	202	598	324	2067	312	102	1081	3657	1457	3200	5	94	875	3221	44	47	1914	2745	3131	1340	2337	3062	9515	2467	58	567	1498	791	279	2278	7973	3121
win.396	1308	407	85	1284	2782	247	2059	503	98	880	221	833	218	598	324	2071	312	102	1439	5725	1615	3444	5	96	925	3227	46	47	2151	2780	3452	1382	2446	3067	11444	2524	61	569	1643	808	298	2449	8584	3143
win.397	1429	407	104	1283	3622	588	2064	503	106	887	309	1180	231	989	325	2075	313	102	2141	8920	1678	3354	6	97	937	3309	49	47	2241	2831	3498	1268	2314	3072	10284	2514	63	570	1578	813	298	2436	7432	3032
win.398	1467	407	133	1283	4586	583	2066	503	111	887	411	1170	242	1112	325	2075	313	102	3024	9075	1788	3308	4	102	989	3319	51	47	2557	2806	3870	1345	2387	3066	10362	2515	60	572	1676	815	322	2491	7888	3219
win.399	1507	407	138	1283	5358	581	2068	503	112	887	464	781	269	1419	325	2075	313	102	3635	7582	1812	3120	4	102	1013	3319	47	46	2711	2799	4048	1320	2417	3098	10614	2513	62	570	1730	818	336	2372	8202	3209
win.400	1597	407	144	1283	6722	586	2120	503	114	887	647	1108	298	1295	325	2075	315	102	4272	7401	2107	3236	4	102	1049	3267	52	47	3147	2811	4731	1338	2553	3125	11824	2512	61	570	1966	830	384	2462	9005	3135
win.401	1553	407	139	1283	6132	586	2120	503	112	887	605	858	295	1296	330	2075	315	102	4058	7300	2035	3166	4	101	1045	3267	54	45	3015	2811	4580	1263	2566	3139	11889	2511	63	568	1923	825	384	2515	8833	3015
win.402	1908	407	159	1283	8461	248	2160	503	128	887	751	591	341	1431	335	2076	317	102	5966	9815	1911	2968	4	101	1037	3267	56	46	2811	2672	4287	1248	2502	3145	10525	2505	70	576	1831	830	359	2427	8516	3105
win.403	1820	407	148	1283	7305	248	2133	503	121	887	611	516	306	1038	330	2076	317	101	5202	7004	1829	2803	3	101	1000	3267	48	45	2644	2609	3900	1202	2431	3105	9211	2501	65	576	1648	824	324	2302	8504	3104
win.404	1831	407	160	1283	7861	248	2134	503	120	887	662	498	312	1035	330	2076	317	101	5370	7001	1870	2780	3	101	1015	3267	48	45	2762	2638	4206	1202	2436	3113	9588	2505	65	576	1698	822	338	2307	8781	3105
win.405	1321	407	112	1283	3916	242	2083	503	99	888	353	418	214	598	326	2076	318	101	2070	3034	1301	2549	3	96	915	3269	38	44	1949	2531	3134	1204	2109	3099	7402	2502	63	580	1357	814	296	2267	6850	3023
win.406	1321	407	111	1283	4019	242	2085	503	100	888	337	418	213	598	327	2076	318	101	2136	3034	1299	2517	4	96	924	3277	37	44	1896	2501	3159	1204	2076	3099	6500	2517	64	580	1290	816	292	2267	6423	3023
win.407	1401	415	114	1286	4484	240	2116	503	107	908	411	425	235	604	329	2193	324	103	2480	3035	1469	2852	4	99	1056	3660	40	48	2260	2943	3512	1292	2296	3304	7073	2678	64	629	1425	876	320	2460	7097	3687
win.408	1385	415	105	1287	4075	244	2113	503	107	908	390	425	227	604	327	2193	324	103	2420	3046	1466	2840	4	99	1045	3662	40	48	2224	2944	3436	1292	2384	3305	7765	2678	64	632	1472	880	309	2460	8121	3688
win.409	1401	415	103	1287	3801	247	2110	503	105	908	317	425	226	604	326	2193	323	103	2231	3055	1331	2841	4	99	975	3654	37	48	1866	2952	2911	1291	2256	3302	7165	2680	63	632	1326	879	284	2461	7694	3736
win.410	1346	415	99	1286	3156	244	2106	503	105	908	229	426	216	605	326	2193	314	103	2026	3049	1324	2844	4	99	945	3646	39	48	1685	2953	2680	1291	2352	3287	7897	2685	64	635	1329	878	267	2461	8563	3776
win.411	1360	415	94	1286	2577	242	2106	503	101	908	186	425	205	606	326	2193	312	103	1473	3051	1311	2843	3	99	933	3652	38	48	1699	2940	2685	1294	2240	3288	7080	2679	65	635	1265	877	259	2461	7456	3775
win.412	1361	415	89	1286	2612	244	2106	503	101	908	200	426	207	607	326	2193	313	103	1561	3194	1390	2840	5	99	943	3654	38	48	1747	2942	2766	1294	2225	3290	6934	2664	65	635	1256	877	263	2472	7413	3812
win.413	1350	415	86	1286	2559	244	2110	503	100	908	196	427	203	606	326	2193	314	103	1518	3201	1384	2847	5	99	933	3661	38	49	1709	2944	2707	1313	2057	3307	5044	2671	64	639	1105	877	261	2495	6063	3785
win.414	1311	415	86	1288	2637	243	2118	505	101	910	202	427	207	607	326	2199	316	103	1547	4309	1414	2844	5	99	941	3666	39	49	1732	2946	2770	1314	2063	3310	4927	2673	63	641	1114	877	265	2483	6114	3794
win.415	1325	415	93	1288	3026	242	2118	505	102	910	232	463	216	606	326	2199	316	103	1720	4509	1433	2821	3	99	949	3666	37	49	1814	2949	2896	1314	2078	3299	4703	2673	65	641	1152	886	279	2484	6207	3716
win.416	1329	415	97	1288	3071	242	2119	505	101	910	232	467	217	610	328	2199	316	103	1726	4574	1406	2824	3	99	960	3666	37	48	1845	2968	2938	1316	2108	3302	4521	2671	65	641	1173	886	289	2474	6201	3718
win.417	1354	415	105	1289	3386	242	2135	505	89	910	253	543	220	571	328	2199	316	103	1952	5095	1436	2919	3	99	997	3677	37	49	1965	3011	3107	1324	2186	3315	4750	2686	64	650	1270	896	295	2513	6442	3723
win.418	1375	415	97	1288	3226	239	2146	505	89	910	246	502	216	575	328	2297	316	103	1874	4966	1385	2946	3	100	984	3685	37	49	1902	3011	3011	1330	2173	3311	4975	2691	67	654	1248	892	293	2507	6455	3724
win.419	1387	415	100	1288	3257	241	2136	505	89	910	266	537	218	575	328	2297	316	103	1804	4976	1409	2964	3	100	983	3687	37	49	1950	3023	3057	1330	2180	3319	5215	2692	68	654	1266	895	292	2506	6528	3740
win.420	1381	415	89	1289	2624	252	2151	507	87	911	213	599	214	576	328	2373	316	103	1459	3957	1318	2946	3	103	951	3705	37	48	1737	3064	2795	1327	2129	3343	5410	2707	67	655	1171	896	280	2508	6213	3758
win.421	1370	416	86	1289	2526	254	2165	507	91	912	202	704	211	579	332	2373	316	104	1416	3898	1361	3019	3	103	944	3756	37	48	1846	3085	2860	1347	2173	3394	5929	2749	66	659	1218	908	285	2531	6401	3813
win.422	1343	416	75	1289	2326	244	2162	507	91	911	192	856	206	618	332	2373	314	104	1245	3222	1376	3017	3	101	948	3756	37	49	1789	3083	2835	1347	2194	3386	6133	2759	65	657	1241	916	278	2542	6464	3793
win.423	1333	416	82	1288	2401	238	2155	507	91	910	218	700	210	615	332	2373	314	106	1329	3215	1416	3046	4	101	957	3756	37	49	1857	3076	2951	1344	2247	3391	6264	2744	65	657	1298	917	286	2548	6665	3796
win.424	1344	416	89	1288	2635	234	2158	507	90	910	229	701	215	618	332	2373	314	105	1391	3665	1381	2990	4	101	946	3756	37	49	1802	3058	2903	1336	2225	3389	6170	2746	65	657	1284	906	279	2545	6643	3779
win.425	1348	416	86	1291	2765	235	2158	507	94	911	241	544	216	617	332	2373	314	101	1467	3550	1394	2996	4	101	957	3756	41	49	1877	3053	3008	1332	2260	3390	6406	2740	66	657	1281	913	282	2543	6649	3779
win.426	1381	416	96	1291	3002	236	2164	507	96	911	265	545	218	572	332	2373	314	101	1673	3566	1437	2959	4	101	957	3801	40	49	1897	3052	2963	1332	2230	3387	6465	2741	66	657	1306	913	288	2540	6639	3785
win.427	1385	416	110	1290	3294	238	2164	507	91	911	296	456	235	572	340	2373	314	101	1832	3738	1519	2984	4	101	958	3805	39	50	1953	3060	3082	1338	2243	3421	6887	2745	68	662	1339	909	293	2540	6676	3787
win.428	1382	416	121	1288	3784	236	2215	507	94	910	324	509	244	578	340	2373	314	101	2180	5591	1472	2962	4	101	925	3807	38	49	1870	3057	2966	1338	2222	3424	7071	2753	67	662	1382	902	284	2545	6722	3917
win.429	1369	416	118	1288	3669	240	2215	507	94	910	319	551	236	578	341	2373	314	101	2155	5018	1421	2949	6	101	948	3811	40	49	1851	3087	3043	1343	2246	3427	6725	2757	66	662	1386	902	286	2548	6671	3940
win.430	1425	416	131	1288	4144	242	2217	507	98	910	399	685	245	938	343	2385	314	101	2691	4629	1520	3003	6	101	982	3812	41	50	1955	3086	3360	1350	2424	3427	7822	2767	67	666	1586	902	297	2558	7300	3941
win.431	1403	416	135	1288	4193	235	2216	507	97	910	410	631	244	936	342	2386	314	101	2671	5435	1565	3065	6	101	1000	3846	39	50	1939	3127	3386	1357	2375	3463	7405	2785	61	668	1501	915	296	2583	7154	3961
win.432	1384	416	131	1288	4024	1170	2215	507	101	910	372	555	241	934	341	2386	314	101	2531	5390	1520	3100	6	101	966	3846	41	50	1924	3133	3213	1353	2273	3477	6211	2789	61	668	1372	915	292	2580	6608	3951
win.433	1407	416	101	1288	3186	1171	2223	507	96	910	262	747	221	571	341	2386	314	101	1705	4370	1362	3089	4	101	950	3869	40	49	1769	3127	2861	1394	2141	3470	4858	2785	59	668	1195	932	275	2607	6230	3999
win.434	1421	416	98	1288	3012	1172	2223	507	91	910	239	747	226	574	341	2391	314	101	1536	4209	1309	3077	4	101	925	3869	40	49	1725	3121	2741	1419	2103	3435	4834	2787	57	670	1172	925	270	2626	6096	3846
win.435	1429	416	101	1288	3395	1189	2225	507	96	910	285	1063	231	1112	341	2395	314	100	1817	4358	1390	3123	4	101	954	3881	39	49	1883	3165	3018	1434	2192	3471	5261	2805	63	672	1292	919	271	2643	6623	3849
win.436	1458	416	99	1287	3282	1189	2233	507	97	910	273	810	231	1111	341	2398	314	100	1828	3939	1407	3313	4	101	960	3882	39	49	1900	3204	3122	1455	2191	3541	5200	2815	63	672	1261	923	285	2716	6701	3856
win.437	1433	416	91	1287	3184	1188	2237	507	99	910	266	810	235	935	341	2398	314	100	1728	3937	1430	3304	4	101	971	3887	40	49	1930	3209	3215	1447	2196	3554	5111	2847	63	676	1236	927	285	2756	6669	3861
win.438	1379	416	85	1288	2598	229	2233	507	93	910	177	455	223	754	341	2398	314	100	1373	3812	1331	3209	3	101	926	3889	38	48	1680	3140	2828	1379	2098	3514	4834	2851	63	676	1095	920	277	2725	6030	3819
win.439	1328	416	86	1288	2492	231	2239	507	93	911	176	454	219	756	341	2398	314	100	1251	2979	1323	3128	3	101	930	3900	36	49	1659	3155	2781	1382	2125	3461	5127	2858	63	676	1135	917	277	2723	6160	3824
win.440	1327	416	87	1289	2683	230	2241	507	93	911	200	453	221	757	341	2398	315	100	1371	2971	1407	3224	3	101	947	3902	38	50	1847	3209	3073	1382	2270	3540	5989	2866	63	676	1284	921	295	2673	6906	3827
win.441	1333	417	77	1289	2525	481	2250	507	94	911	185	522	215	576	341	2402	317	101	1240	3069	1359	3164	3	99	940	3956	38	49	1713	3161	2827	1458	2208	3592	5379	2880	67	684	1200	925	289	2624	6557	3951
win.442	1327	417	74	1289	2564	483	2250	507	93	911	193	523	213	578	341	2402	317	101	1312	3083	1329	3222	3	99	939	3956	37	49	1698	3188	2758	1458	2163	3583	5150	2879	67	684	1170	929	288	2640	6411	3951
win.443	1397	417	79	1288	2683	731	2252	507	94	911	198	527	217	579	341	2402	317	101	1406	3706	1346	3287	3	99	950	3974	36	49	1708	3169	2669	1458	2121	3578	4804	2871	67	684	1119	947	284	2661	6291	3951
win.444	1443	417	85	1288	3063	476	2252	507	95	911	215	718	228	583	341	2402	317	102	1644	6519	1381	3447	3	99	960	3982	36	49	1750	3256	2738	1364	2138	3578	4739	2870	69	686	1135	947	287	2661	6399	3882
win.445	1450	417	92	1288	3309	939	2254	507	96	911	235	2030	235	1088	341	2402	318	2887	1850	12070	1424	3763	3	99	956	3984	37	49	1786	3397	2834	1436	2138	3593	4650	2872	71	686	1136	955	291	2950	6424	3981
win.446	1444	417	103	1288	4026	1808	2254	507	96	911	321	2469	244	1227	348	2402	320	2887	2296	12580	1498	4196	3	99	965	4037	38	49	1845	3674	2944	1803	2160	3643	4471	2888	71	686	1118	966	302	3158	6560	4190
win.447	1535	417	122	1695	5313	4831	2285	507	100	911	507	4958	272	1587	348	2402	320	103	3022	38178	1584	5383	3	101	1005	4228	42	51	2046	4717	3325	2663	2243	3828	4686	2918	70	689	1150	961	314	4716	7043	4951
win.448	1620	417	152	2185	6633	6024	2290	507	100	911	684	6017	311	1279	358	2407	320	102	3787	49285	1685	6290	5	104	1050	4370	42	50	2334	5402	3773	2996	2360	3897	5541	2970	70	689	1250	966	329	5566	7538	5658
win.449	1571	417	123	2183	5373	8580	2294	507	98	911	535	4435	291	1087	352	2407	318	102	3091	33705	1567	5838	7	104	1019	4289	43	49	2140	5097	3519	2509	2293	3866	5775	2986	70	689	1246	957	316	5406	7107	5275
win.450	1701	417	173	3254	8208	10671	2299	507	101	915	826	9589	346	2518	354	2409	320	2922	4895	76199	1836	8315	9	105	1102	4483	46	50	2638	6678	4261	3243	2538	4109	7273	3041	70	689	1445	993	350	7570	8210	6551
win.451	1644	417	156	3258	7130	9071	2299	507	99	915	691	8326	323	2371	345	2409	320	2922	4169	64733	1769	7523	7	104	1065	4435	47	50	2444	6144	3949	3050	2480	4056	6586	3016	70	692	1379	996	330	6720	7810	6225
win.452	1577	417	138	2851	5764	4716	2294	507	96	915	611	5534	294	1460	346	2409	318	2922	3246	49701	1742	7062	6	104	1054	4269	43	49	2418	5918	3857	2889	2443	4021	6408	2987	69	691	1389	983	327	6261	7661	6084
win.453	1441	417	90	2356	2999	2514	2262	507	95	915	264	1384	229	1228	347	2410	318	102	1609	11825	1361	3891	5	97	944	4029	37	48	1723	3570	2803	1529	2136	3600	4807	2893	69	691	1193	961	269	2840	6156	4098
win.454	1442	417	93	2363	3263	2515	2263	507	96	989	288	1829	228	1252	347	2410	318	102	1774	10399	1333	3815	5	97	939	4063	37	48	1726	3498	2737	1571	2145	3598	4836	2898	69	691	1228	947	280	3013	6188	4095
win.455	1465	417	92	2364	3453	4128	2263	507	96	989	297	2203	240	1367	347	2410	318	102	1925	11743	1434	4188	7	97	963	4075	39	48	1870	3633	2979	1603	2258	3618	5151	2936	69	691	1314	964	279	3075	6443	4075
win.456	1437	417	86	1285	3478	1807	2261	507	97	952	300	1435	234	697	347	2410	318	102	1950	9502	1439	4013	6	97	957	4030	39	48	1856	3641	2955	1512	2254	3623	5081	2944	69	695	1304	961	279	2968	6402	4132
win.457	1508	417	99	1284	3651	191	2261	507	103	926	296	933	240	675	347	2418	318	102	2041	7043	1366	3339	5	97	949	4006	39	48	1729	3368	2758	1441	2162	3606	4911	2914	70	699	1209	943	274	2792	6129	3966
win.458	1562	417	103	1278	4210	192	2271	507	107	930	334	653	247	572	347	2424	319	102	2322	4973	1392	3192	4	97	951	4006	39	48	1814	3300	2879	1486	2156	3600	4828	2892	70	703	1222	940	284	2756	6191	3968
win.459	1533	417	98	1278	4185	189	2271	507	107	930	323	653	248	572	347	2424	319	102	2318	4783	1345	3032	4	97	947	4006	40	48	1708	3169	2735	1456	2114	3578	4785	2890	70	703	1160	940	273	2652	6041	3906
win.460	1584	417	108	1279	4719	1364	2275	507	113	932	407	452	262	574	347	2424	320	102	2924	3209	1450	3040	4	97	983	4076	41	49	1863	3185	3048	1466	2205	3603	5228	2922	70	705	1227	945	278	2664	6431	3920
win.461	1588	417	114	1278	4685	1364	2269	507	114	932	399	456	261	574	347	2424	319	102	2840	3359	1488	3093	5	97	995	4079	42	53	1883	3191	3044	1425	2223	3639	5333	2936	70	705	1223	945	284	2678	6508	3926
win.462	1597	417	128	1278	5824	1367	2284	507	130	934	468	455	273	639	347	2424	320	102	3420	3623	1522	3185	6	97	1002	4108	46	55	1949	3216	3096	1425	2267	3657	5479	2936	69	705	1236	951	299	2686	6754	3927
win.463	1562	418	121	1278	6034	172	2288	507	120	934	495	475	272	1118	347	2424	319	102	3500	5746	1515	3305	5	97	1018	4111	43	54	1942	3281	3031	1473	2247	3681	5440	2940	69	711	1210	959	309	2713	6740	4033
win.464	1746	418	137	1278	7442	288	2316	507	124	934	742	1342	309	1083	349	2424	320	102	4557	13166	1668	3698	4	100	1065	4116	44	53	2254	3404	3546	1522	2420	3692	7323	2951	71	718	1433	979	339	2799	7400	4054
win.465	1780	418	129	1279	7209	409	2322	507	113	934	884	1447	328	929	349	2425	319	102	4519	14458	1744	3785	4	100	1104	4107	45	55	2341	3419	3833	1577	2544	3707	8088	2950	72	718	1544	988	347	2817	7786	3981
win.466	1795	419	154	1278	8594	1922	2334	507	119	936	1004	2508	351	1595	352	2425	320	102	5544	14749	1697	3887	4	99	1074	4107	45	53	2245	3451	3677	1534	2465	3722	7243	2945	71	720	1455	994	330	2981	7460	3975
win.467	1808	419	160	1279	8499	3274	2326	507	114	936	899	3265	349	1793	349	2428	320	102	5507	16539	1898	4652	5	102	1124	4102	48	59	2645	3740	4230	1641	2634	3806	8547	2973	73	717	1579	1001	368	3246	8443	4217
win.468	1817	419	154	1278	7272	3659	2328	507	112	1067	633	3495	326	2396	349	2428	321	102	4659	17610	1782	4990	4	104	1063	4131	48	57	2508	3904	3869	1586	2456	3789	7516	2960	72	717	1403	1030	355	3377	7841	4223
win.469	1599	419	107	1280	4491	1051	2319	507	106	1067	385	1536	274	1772	349	2428	319	102	2748	13651	1512	4655	3	101	1024	4139	47	54	2045	3705	3149	1720	2212	3750	4941	2937	70	721	1117	1004	325	3411	6677	4085
win.470	1594	419	142	1280	5448	1975	2327	507	110	1083	533	3193	297	2215	350	2434	319	102	3516	16153	1713	5630	3	104	1061	4143	50	53	2395	4018	3652	1914	2299	3838	5071	2939	71	721	1206	1011	337	3922	7401	4374
win.471	1546	419	141	1280	5234	2865	2331	507	105	1083	537	3334	295	1380	353	2434	320	105	3332	14362	1750	5616	3	102	1078	4131	49	54	2436	4020	3720	1938	2351	3816	5037	2953	71	721	1245	1024	337	3810	7456	4451
win.472	1592	419	154	1280	6052	2479	2334	507	107	1077	561	3251	307	2238	357	2488	321	105	3829	19588	1809	5492	3	106	1087	4137	52	54	2463	3996	3835	2002	2433	3809	5495	2954	70	726	1340	1023	333	3780	7536	4746
win.473	1565	419	131	1281	5940	1052	2338	507	108	936	525	1109	307	1437	364	2488	321	105	3703	14408	1809	4735	3	104	1056	4147	50	53	2317	3675	3535	1820	2385	3741	5405	2955	70	729	1299	1012	323	3336	7237	4486
win.474	1647	420	137	1281	6352	161	2338	507	114	936	581	996	311	1438	353	2488	321	105	4027	10787	1892	4275	3	104	1067	4134	52	52	2396	3549	3683	1801	2506	3723	6589	2948	74	731	1488	1021	327	3176	7582	4498
win.475	1649	420	108	1278	5035	161	2336	507	106	936	484	506	282	568	361	2488	320	105	3409	3147	1772	3227	3	99	1044	4123	44	52	2239	3253	3451	1478	2478	3645	7068	2943	74	724	1550	1012	327	2711	7247	4057
win.476	1706	419	131	1278	6186	162	2338	507	103	936	614	453	321	571	361	2488	320	105	4242	3040	1832	3276	4	99	1076	4123	45	52	2462	3272	3705	1478	2629	3650	8334	2963	73	724	1744	1026	348	2732	7685	4012
win.477	1641	419	134	1278	6474	163	2334	507	103	937	639	516	319	573	361	2488	320	105	4342	4579	1916	3314	4	99	1097	4127	48	52	2587	3306	3944	1447	2663	3648	8675	2975	72	724	1781	1009	353	2729	8008	4052
win.478	1658	419	143	1278	6410	167	2341	507	108	937	620	639	313	569	359	2488	320	105	4061	5271	1953	3168	4	99	1124	4127	49	52	2686	3366	4159	1458	2749	3661	9955	2986	71	724	1922	1030	368	2810	8235	4011
win.479	1604	419	134	1278	5828	163	2345	507	115	936	572	641	298	624	359	2491	319	105	3545	5268	1830	3286	4	99	1102	4128	47	52	2545	3421	3869	1496	2616	3665	8756	2970	72	722	1715	1025	360	3004	7904	4011
win.480	1612	419	124	1278	5812	161	2347	508	113	936	528	887	293	621	359	2491	319	105	3403	5622	1615	3389	6	99	1083	4128	40	52	2440	3487	3723	1562	2446	3673	6376	2953	73	722	1374	995	334	3146	7584	4018
win.481	1535	419	109	1278	4359	160	2347	508	103	936	360	764	254	738	359	2491	319	105	2277	5718	1445	3327	5	99	1013	4131	37	52	1997	3384	3077	1550	2219	3668	4278	2948	73	722	1097	970	299	3009	6705	4019
win.482	1503	419	110	1278	4316	159	2347	508	102	936	363	901	247	623	356	2492	319	105	2227	5580	1439	3362	4	99	1020	4132	38	52	2000	3456	3087	1577	2227	3685	4328	2949	74	722	1109	973	311	3102	6643	4021
win.483	1440	419	90	1278	3202	159	2340	508	100	941	259	708	233	623	350	2492	319	107	1595	4123	1325	3275	3	99	991	4132	38	52	1699	3370	2660	1581	2172	3686	4235	2954	73	726	1087	969	300	3017	6065	3971
win.484	1415	419	93	1278	3059	159	2340	508	103	941	239	707	230	505	350	2492	319	107	1465	3029	1330	3245	4	99	992	4134	38	52	1700	3293	2699	1576	2166	3678	4261	2963	73	730	1105	974	300	2958	6142	3970
win.485	1431	419	92	1277	2777	161	2341	508	104	941	209	453	224	505	350	2492	319	107	1393	2070	1302	3086	4	99	967	4135	39	52	1544	3228	2448	1473	2119	3660	4198	2963	71	730	1095	973	280	2696	5848	3970
win.486	1430	419	86	1277	2725	161	2351	509	103	941	210	455	223	506	350	2492	319	107	1369	2113	1329	3088	5	99	979	4142	37	53	1589	3219	2479	1465	2164	3674	4486	2980	71	732	1132	977	281	2660	5877	3970
win.487	1436	419	82	1277	2532	161	2349	509	101	941	188	489	221	504	350	2492	319	107	1283	2108	1375	3067	4	99	989	4152	38	53	1686	3222	2647	1467	2212	3669	5012	2979	71	734	1190	979	284	2666	6226	3981
win.488	1405	419	76	1277	2289	160	2349	509	101	941	164	490	216	504	350	2492	319	107	1049	2102	1384	3065	5	99	1007	4189	39	53	1726	3222	2768	1575	2264	3685	6010	2988	73	736	1331	986	289	2668	6571	3986
win.489	1413	419	76	1277	2193	156	2349	509	102	941	147	477	212	483	350	2492	319	107	983	2189	1465	3119	8	101	1013	4189	42	54	1949	3278	3168	1574	2421	3694	7535	2992	75	736	1559	1008	303	2695	7233	3984
