	chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value
13628	chr11	6956120	6956169	ZNF215	0	+	6956120	6956169	0	1	49	0	-4.71133038032309	0.00147840482163952
13629	chr20	53582001	53582050	ZNF217	0	-	53582001	53582050	0	1	49	0	2.655921135786	0.00103095954584831
13630	chr20	53582150	53582199	ZNF217	0	-	53582150	53582199	0	1	49	0	0.523248143768284	0.00120347695634393
13631	chr20	53582300	53582349	ZNF217	0	-	53582300	53582349	0	1	49	0	-0.587786664901007	0.00174690362399399
13632	chr10	45004986	45005035	ZNF22	0	+	45004986	45005035	0	1	49	0	-4.02535169072578	0.00137279356839937
13633	chr19	43967256	43967305	ZNF221	0	+	43967256	43967305	0	1	49	0	-1.56763118124333	0.00273979141405745
13634	chr19	44032767	44032816	ZNF222	0	+	44032767	44032816	0	1	49	0	-1.38276702060316	9.53462927111293e-05
13635	chr19	44106688	44106737	ZNF224	0	+	44106688	44106737	0	1	49	0	4.93447393296966	1.27345422096248e-07
13636	chr19	44131266	44131315	ZNF225	0	+	44131266	44131315	0	1	49	0	-4.72295322164448	8.58612123451064e-05
13637	chr19	44131911	44131960	ZNF225	0	+	44131911	44131960	0	1	49	0	0.761667127001775	0.000357115787892437
13638	chr19	44176336	44176385	ZNF226	0	+	44176336	44176385	0	1	49	0	-5.59842195883735	0.000599121385962853
13639	chr19	44236920	44236969	ZNF227	0	+	44236920	44236969	0	1	49	0	0.650417048620044	0.000403519401208307
13640	chr19	44429189	44429238	ZNF229	0	-	44429189	44429238	0	1	49	0	-1.36603708503206	0.000982612483016898
13641	chr19	44429487	44429536	ZNF229	0	-	44429487	44429536	0	1	49	0	-3.78418963390889	0.000424252914691281
13642	chr19	44429985	44430034	ZNF229	0	-	44429985	44430034	0	1	49	0	0.514005276683369	0.0016554967721748
13643	chr19	44156360	44156409	ZNF234	0	+	44156360	44156409	0	1	49	0	-3.70868207991672	0.000632949151627038
13644	chr19	44156760	44156809	ZNF234	0	+	44156760	44156809	0	1	49	0	-0.549049427240643	0.00114413176703021
13645	chr19	44156960	44157009	ZNF234	0	+	44156960	44157009	0	1	49	0	1.37969367708854	0.00011485933393407
13646	chr19	44157160	44157209	ZNF234	0	+	44157160	44157209	0	1	49	0	4.06044301204997	0.000612372267931538
13647	chr19	44157760	44157809	ZNF234	0	+	44157760	44157809	0	1	49	0	0.644856891370735	0.0011663311186314
13648	chr19	44288990	44289039	ZNF235	0	-	44288990	44289039	0	1	49	0	-5.07517381522446	0.000451294554668857
13649	chr10	37832363	37832412	ZNF248	0	-	37832363	37832412	0	1	49	0	1.2558351675324	0.00424249409206246
13650	chr8	144977026	144977075	ZNF252P	0	-	144977026	144977075	0	1	49	0	4.89034912822175	0.000552608603702654
13651	chr19	24126255	24126304	ZNF254	0	+	24126255	24126304	0	1	49	0	-5.17048399502878	0.00089780251703564
13652	chr19	24126948	24126997	ZNF254	0	+	24126948	24126997	0	1	49	0	5.356586275279	8.42691585223321e-06
13653	chr19	24127245	24127294	ZNF254	0	+	24127245	24127294	0	1	49	0	5.26785815905397	6.21012181678537e-08
13654	chr19	36514425	36514474	ZNF260	0	-	36514425	36514474	0	1	49	0	0.533683761831301	0.00135303000496101
13655	chr16	3289519	3289568	ZNF263	0	+	3289519	3289568	0	1	49	0	-1.71251009757421	0.00220393732084723
13656	chr16	31915528	31915577	ZNF267	0	+	31915528	31915577	0	1	49	0	2.90042209374821	0.00192445990233458
13657	chr16	31915825	31915874	ZNF267	0	+	31915825	31915874	0	1	49	0	4.98702542845713	0.000462156560409155
13658	chr16	31916319	31916368	ZNF267	0	+	31916319	31916368	0	1	49	0	5.2257466737132	0.000991780875438275
13659	chr12	133202587	133202636	ZNF268	0	+	133202587	133202636	0	1	49	0	1.54894915095098	0.0027256964459953
13660	chr12	133204625	133204674	ZNF268	0	+	133204625	133204674	0	1	49	0	1.80828877117927	0.000494846858524856
13661	chr12	133204775	133204824	ZNF268	0	+	133204775	133204824	0	1	49	0	-1.3004046892394	0.00329276775076248
13662	chr7	64928057	64928106	ZNF273	0	+	64928057	64928106	0	1	49	0	6.55535689180131	3.15907666692539e-08
13663	chrX	153347007	153347056	ZNF275	0	+	153347007	153347056	0	1	49	0	-0.891367323421698	0.00113107363049492
13664	chr19	52799342	52799391	ZNF28	0	-	52799342	52799391	0	1	49	0	-1.63995345640113	0.00474051740347447
ZNF281,4765	chr1	200409637	200409958	ZNF281	0	-	200409637	200409958	0	2	87,13	0,309	4.68213122711485	3.25459856608251e-09
13665	chr19	43848209	43848258	ZNF283	0	+	43848209	43848258	0	1	49	0	-6.23441072570901	0.00172588568646137
ZNF284,761	chr19	44085950	44086048	ZNF284	0	+	44085950	44086048	0	1	98	0	-5.92958914338053	0.000194327262990905
13666	chr19	44086538	44086587	ZNF284	0	+	44086538	44086587	0	1	49	0	5.23110861685459	0.000982195248751649
13667	chr17	15708224	15716025	ZNF286A	0	+	15708224	15716025	0	2	24,26	0,7776	3.46573590227998	0.000502171178227151
13668	chr17	15716324	15716373	ZNF286A	0	+	15716324	15716373	0	1	49	0	5.21493575760898	0.00101138834784864
13669	chr6	87255739	87255788	ZNF292	0	+	87255739	87255788	0	1	49	0	-1.09397190911161	0.00198940774071676
13670	chr6	87256639	87256688	ZNF292	0	+	87256639	87256688	0	1	49	0	0.709108231491278	0.00191889326270234
13671	chr6	87257339	87257388	ZNF292	0	+	87257339	87257388	0	1	49	0	1.78457626748293	0.00221003231856542
13672	chr6	87258039	87258088	ZNF292	0	+	87258039	87258088	0	1	49	0	5.29831736654803	0.000869406061638101
13673	chr6	87258189	87258238	ZNF292	0	+	87258189	87258238	0	1	49	0	-1.11399720750756	0.00196485062510965
13674	chr6	87261639	87261688	ZNF292	0	+	87261639	87261688	0	1	49	0	2.56089255676592	0.000136438434030439
13675	chr7	100070833	100070882	ZNF3	0	-	100070833	100070882	0	1	49	0	-1.4264264625462	0.00185620140605336
13676	chr7	100071723	100071772	ZNF3	0	-	100071723	100071772	0	1	49	0	2.0262208454749	9.08698379140648e-05
13677	chr19	34944278	34944327	ZNF30	0	+	34944278	34944327	0	1	49	0	4.60517018598809	0.000933131730566084
13678	chr19	34684953	34685002	ZNF302	0	+	34684953	34685002	0	1	49	0	-1.29239827535275	0.00399486539497074
13679	chr7	6644580	6652338	ZNF316	0	+	6644580	6652338	0	2	14,36	0,7723	2.46191713147445	0.000281996574572285
13680	chr7	6653437	6653486	ZNF316	0	+	6653437	6653486	0	1	49	0	-1.25456965372032	0.000794727126197436
13681	chr7	6654136	6654185	ZNF316	0	+	6654136	6654185	0	1	49	0	-5.07829394240905	0.00051830159830013
13682	chr19	9161628	9161677	ZNF317	0	+	9161628	9161677	0	1	49	0	1.56910029670753	0.000705585238657047
13683	chr6	43336915	43336964	ZNF318	0	-	43336915	43336964	0	1	49	0	5.98141421125449	0.000247494477096377
13684	chr6	43338904	43338953	ZNF318	0	-	43338904	43338953	0	1	49	0	4.91998092582813	0.00171923360301596
13685	chr6	43355920	43355969	ZNF318	0	-	43355920	43355969	0	1	49	0	0.526625208932629	0.00162413032598463
13686	chr6	43357447	43357496	ZNF318	0	-	43357447	43357496	0	1	49	0	-1.91920441579617	0.000139569149360752
13687	chr10	43644203	43644252	ZNF32	0	-	43644203	43644252	0	1	49	0	6.25575004175337	0.000148376390814442
13688	chr19	52881318	52881367	ZNF320	0	-	52881318	52881367	0	1	49	0	5.42934562895443	0.000684775910149816
13689	chr19	58472436	58472485	ZNF324	0	+	58472436	58472485	0	1	49	0	1.29497030898236	0.00388987640087013
13690	chr19	58472634	58472683	ZNF324	0	+	58472634	58472683	0	1	49	0	-1.32215023951364	0.00311331215437549
13691	chr19	58473231	58473280	ZNF324	0	+	58473231	58473280	0	1	49	0	0.932376869625779	0.00337772648916912
13692	chr19	58128306	58128355	ZNF329	0	-	58128306	58128355	0	1	49	0	-1.30039101748506	0.00402952891592634
13693	chr19	58128949	58128998	ZNF329	0	-	58128949	58128998	0	1	49	0	-5.83188247727415	0.0015137952684493
13694	chr19	53578178	53578227	ZNF331	0	+	53578178	53578227	0	1	49	0	2.10118152831623	8.12616674794597e-06
13695	chr19	53579274	53579323	ZNF331	0	+	53579274	53579323	0	1	49	0	4.88280192258637	0.00183715769226756
13696	chr19	14718418	14718467	ZNF333	0	+	14718418	14718467	0	1	49	0	2.21325698486724	8.93914035242637e-05
13697	chr19	14718567	14718616	ZNF333	0	+	14718567	14718616	0	1	49	0	-0.579562052117802	0.00195512682654364
13698	chr20	25675575	25675624	ZNF337	0	-	25675575	25675624	0	1	49	0	-1.73216737202581	4.73665009500524e-05
13699	chr20	25676071	25676120	ZNF337	0	-	25676071	25676120	0	1	49	0	1.19982219059947	0.00432340186383673
13700	chr8	144773517	144773566	ZNF34	0	-	144773517	144773566	0	1	49	0	-5.40267738186291	0.00016303909398363
13701	chr19	51966033	51966082	ZNF350	0	-	51966033	51966082	0	1	49	0	0.752070253556808	0.000534880597734322
13702	chr5	179079059	179079108	ZNF354C	0	+	179079059	179079108	0	1	49	0	5.27299955856374	0.00091033213844316
13703	chr10	38118615	38118664	ZNF37A	0	+	38118615	38118664	0	1	49	0	1.9815160045906	0.00355682138360203
13704	chr10	38118715	38118764	ZNF37A	0	+	38118715	38118764	0	1	49	0	-0.61539374634881	0.00079098563077562
13705	chr10	42515552	42515601	ZNF37BP	0	-	42515552	42515601	0	1	49	0	-4.26267987703195	0.000219745054223175
13706	chr10	42516946	42516995	ZNF37BP	0	-	42516946	42516995	0	1	49	0	4.34380542185369	0.00473138476286572
13707	chr10	42519584	42519633	ZNF37BP	0	-	42519584	42519633	0	1	49	0	-1.20342016546136	0.000995170710509807
13708	chr10	42520630	42520679	ZNF37BP	0	-	42520630	42520679	0	1	49	0	-0.918726786680219	0.000191473894821326
13709	chr19	36627060	36627109	ZNF382	0	+	36627060	36627109	0	1	49	0	4.84418708645859	0.00196797698588525
13710	chr19	36627209	36627258	ZNF382	0	+	36627209	36627258	0	1	49	0	5.64544689764324	0.000460757596985717
13711	chr19	37236033	37242476	ZNF383	0	+	37236033	37242476	0	2	42,8	0,6436	0.913818542659055	0.000387101788254407
13712	chr12	6666922	6666971	ZNF384	0	-	6666922	6666971	0	1	49	0	0.627906658691544	0.0026232082126203
13713	chr6	27400551	27400600	ZNF391	0	+	27400551	27400600	0	1	49	0	5.72031177660743	0.000401384337146204
13714	chr8	28348258	28348307	ZNF395	0	-	28348258	28348307	0	1	49	0	-3.08496340728193	7.04706005481004e-05
ZNF397,1314	chr18	35245835	35245933	ZNF397	0	+	35245835	35245933	0	1	98	0	5.64544689764324	1.02442961842399e-05
13715	chr7	149178883	149178932	ZNF398	0	+	149178883	149178932	0	1	49	0	2.47293045973822	0.00296821505853884
ZNF398,2721	chr7	149179782	149179981	ZNF398	0	+	149179782	149179981	0	1	199	0	-3.427323686267	3.87307555148109e-08
13716	chr7	149182278	149182327	ZNF398	0	+	149182278	149182327	0	1	49	0	2.67539423813314	0.000487419078418649
13717	chr18	74631612	74631661	ZNF407	0	+	74631612	74631661	0	1	49	0	5.42053499927228	0.000695892032063106
ZNF407,874	chr18	74631812	74631911	ZNF407	0	+	74631812	74631911	0	1	99	0	5.77455154554441	2.01441360661187e-05
13718	chr18	74633459	74633508	ZNF407	0	+	74633459	74633508	0	1	49	0	-4.91265488557503	0.00380639830030982
13719	chr18	74635656	74635705	ZNF407	0	+	74635656	74635705	0	1	49	0	-5.88332238847891	0.00357503500262246
13720	chr18	75064275	75064324	ZNF407	0	+	75064275	75064324	0	1	49	0	3.25809653786046	9.36541942730961e-06
13721	chr18	75064425	75064474	ZNF407	0	+	75064425	75064474	0	1	49	0	-5.00729639266972	0.00456354567809858
13722	chrX	47449145	47449194	ZNF41	0	-	47449145	47449194	0	1	49	0	4.26969744969996	0.0017155766811765
13723	chrX	47449393	47449442	ZNF41	0	-	47449393	47449442	0	1	49	0	-1.67075433644858	3.11107308219593e-05
13724	chr14	73931644	73931693	ZNF410	0	+	73931644	73931693	0	1	49	0	0.711165686062623	0.00409398610733724
ZNF410,2454	chr14	73931743	73931842	ZNF410	0	+	73931743	73931842	0	1	99	0	-1.97952675985451	9.35177572473456e-06
13725	chr19	57572500	57572549	ZNF416	0	-	57572500	57572549	0	1	49	0	1.30575549863588	0.00073142195463205
13726	chr19	57908302	57908351	ZNF417	0	-	57908302	57908351	0	1	49	0	-2.21605207047437	0.00121033945366944
13727	chr19	57909888	57909937	ZNF417	0	-	57909888	57909937	0	1	49	0	-0.653708578746906	0.00231403073104963
13728	chr19	37127669	37127718	ZNF420	0	+	37127669	37127718	0	1	49	0	3.82864139647973	4.72878014945444e-06
13729	chr19	9528593	9528642	ZNF426	0	-	9528593	9528642	0	1	49	0	-5.91079664403116	0.000835231098183176
13730	chr19	21536753	21536802	ZNF429	0	+	21536753	21536802	0	1	49	0	-2.61843804241251	0.000632550129307408
ZNF429,1107	chr19	21536999	21537097	ZNF429	0	+	21536999	21537097	0	1	98	0	5.54517744447956	1.65877558595097e-05
13731	chr19	21537392	21537441	ZNF429	0	+	21537392	21537441	0	1	49	0	-2.78501123609061	0.00114253020345323
13732	chr19	21537835	21537884	ZNF429	0	+	21537835	21537884	0	1	49	0	-5.02388052083691	0.00375788829676627
13733	chr19	21059501	21059550	ZNF430	0	+	21059501	21059550	0	1	49	0	1.25985100762108	0.00304964332803914
13734	chr19	21182806	21182855	ZNF431	0	+	21182806	21182855	0	1	49	0	1.47048645234024	0.000197091518001735
13735	chr19	21182956	21183005	ZNF431	0	+	21182956	21183005	0	1	49	0	0.803763781646946	0.000958824162079153
13736	chr19	21183206	21183255	ZNF431	0	+	21183206	21183255	0	1	49	0	1.4762775084982	0.00152506427324206
13737	chr19	21183605	21183654	ZNF431	0	+	21183605	21183654	0	1	49	0	6.63856779499365	4.14001375625972e-07
13738	chr19	21184704	21184753	ZNF431	0	+	21184704	21184753	0	1	49	0	-4.8598124043523	0.00236880848845322
13739	chr10	30845283	30845332	ZNF438	0	-	30845283	30845332	0	1	49	0	1.20122589287242	0.00456573395435178
13740	chr19	11869192	11869241	ZNF439	0	+	11869192	11869241	0	1	49	0	3.13549421592915	0.00180470450358083
13741	chr19	11832315	11832364	ZNF440	0	+	11832315	11832364	0	1	49	0	1.06558703323661	0.000243071214044543
13742	chr19	11781380	11781429	ZNF441	0	+	11781380	11781429	0	1	49	0	3.74557479580177	0.00134260752064086
13743	chr19	12349867	12349916	ZNF442	0	-	12349867	12349916	0	1	49	0	5.21221466749464	0.000304173463420265
13744	chr19	56160795	56160844	ZNF444	0	+	56160795	56160844	0	1	49	0	4.01337549916869	0.000191337717249329
13745	chr3	44447919	44447968	ZNF445	0	-	44447919	44447968	0	1	49	0	-0.90014621001346	0.00187318452411422
13746	chr3	44455198	44455247	ZNF445	0	-	44455198	44455247	0	1	49	0	1.31397369953976	0.00306529615659734
13747	chr6	57102918	57102967	ZNF451	0	+	57102918	57102967	0	1	49	0	5.64190707092874	5.3793940968383e-07
13748	chr6	57148608	57148657	ZNF451	0	+	57148608	57148657	0	1	49	0	2.66258782702545	0.00359558944683569
13749	chr19	36639404	36639453	ZNF461	0	-	36639404	36639453	0	1	49	0	-4.91998092581876	0.000832298417568933
13750	chr7	149765850	149765899	ZNF467	0	-	149765850	149765899	0	1	49	0	1.06191092181768	0.00109995056372436
13751	chr19	56577602	56577651	ZNF470	0	+	56577602	56577651	0	1	49	0	-0.503002898084785	0.00123414558219881
13752	chr19	52325185	52325234	ZNF480	0	+	52325185	52325234	0	1	49	0	1.06051244243335	8.09237019162579e-05
13753	chr19	52325730	52325779	ZNF480	0	+	52325730	52325779	0	1	49	0	-1.66628885696365	0.000134720631998819
13754	chr19	20197044	20197093	ZNF486	0	+	20197044	20197093	0	1	49	0	-4.70501552095783	0.00312662938393304
13755	chr19	20197943	20197992	ZNF486	0	+	20197943	20197992	0	1	49	0	4.63796000829134	0.00218485394359547
13756	chr19	12578255	12578304	ZNF490	0	-	12578255	12578304	0	1	49	0	0.593390979262814	0.00169553885529661
13757	chr19	12580205	12580254	ZNF490	0	-	12580205	12580254	0	1	49	0	-1.18307362721141	0.000300245257097931
13758	chr19	22664325	22664374	ZNF492	0	+	22664325	22664374	0	1	49	0	1.25064954749029	0.00340881284076378
13759	chr19	21426547	21426596	ZNF493	0	+	21426547	21426596	0	1	49	0	-1.00822822719983	0.00274842991656121
13760	chr1	247300766	247300815	ZNF496	0	-	247300766	247300815	0	1	49	0	1.14136345562077	0.00150618602178998
13761	chr10	75398868	75398917	ZNF503	0	-	75398868	75398917	0	1	49	0	1.39116055077107	0.000944832245429961
13762	chr10	75400266	75400315	ZNF503	0	-	75400266	75400315	0	1	49	0	-4.8598124043523	0.00383765826503946
13763	chr19	19793306	19793355	ZNF506	0	-	19793306	19793355	0	1	49	0	4.66343909411207	3.61244025250951e-05
13764	chr19	19794745	19794794	ZNF506	0	-	19794745	19794794	0	1	49	0	1.44365775599998	0.00377168369411862
13765	chr19	19795142	19795191	ZNF506	0	-	19795142	19795191	0	1	49	0	4.36944785246703	8.88159068512807e-09
13766	chr19	32383137	32383186	ZNF507	0	+	32383137	32383186	0	1	49	0	-5.81114099296733	0.00117562251224257
13767	chr10	133312920	133312969	ZNF511	0	+	133312920	133312969	0	1	49	0	-0.692178657481765	0.000293375187034983
13768	chr2	27378064	27378113	ZNF513	0	-	27378064	27378113	0	1	49	0	0.569457310780217	0.00361163700366707
13769	chr2	27378309	27378358	ZNF513	0	-	27378309	27378358	0	1	49	0	3.62700404890245	0.0025468938536104
13770	chr2	27380227	27380276	ZNF513	0	-	27380227	27380276	0	1	49	0	0.598488557533917	0.00141559231226396
13771	chr2	95148887	95148936	ZNF514	0	-	95148887	95148936	0	1	49	0	1.48566683493309	0.000380041559960742
13772	chr2	95149676	95149725	ZNF514	0	-	95149676	95149725	0	1	49	0	1.02762639210689	0.0025333400078682
13773	chr18	76361521	76361570	ZNF516	0	-	76361521	76361570	0	1	49	0	-5.8607862234565	0.000591988162314872
13774	chr18	76362020	76362069	ZNF516	0	-	76362020	76362069	0	1	49	0	-1.05192517469546	0.000534279839692453
13775	chr10	96158573	96158622	ZNF518A	0	+	96158573	96158622	0	1	49	0	4.4188406077966	0.00415551880840881
13776	chr10	96159172	96159221	ZNF518A	0	+	96159172	96159221	0	1	49	0	5.78689738135734	2.51666241180004e-07
13777	chr10	96159770	96159819	ZNF518A	0	+	96159770	96159819	0	1	49	0	1.10820797572996	0.000409850168716308
13778	chr10	96160020	96160069	ZNF518A	0	+	96160020	96160069	0	1	49	0	1.52209590228101	8.0255219886527e-05
13779	chr4	10446467	10446516	ZNF518B	0	-	10446467	10446516	0	1	49	0	5.78382518232974	0.000356961146881551
13780	chr19	53381394	53381443	ZNF525	0	+	53381394	53381443	0	1	49	0	5.11198778835654	0.00121814575848711
13781	chr19	53383042	53383091	ZNF525	0	+	53383042	53383091	0	1	49	0	0.871948492330646	0.0012978204840548
13782	chr19	53383792	53383841	ZNF525	0	+	53383792	53383841	0	1	49	0	-5.13971233637207	0.000219765244050319
13783	chr19	42226571	42226620	ZNF526	0	+	42226571	42226620	0	1	49	0	-3.81551210355391	0.00461641741401797
13784	chr19	42227559	42227608	ZNF526	0	+	42227559	42227608	0	1	49	0	-3.83945231243228	0.000340296378838256
13785	chr19	37389432	37389481	ZNF527	0	+	37389432	37389481	0	1	49	0	2.1394467766694	0.000444299657483604
13786	chr19	52417361	52417410	ZNF528	0	+	52417361	52417410	0	1	49	0	4.17438726989564	0.0020362725127463
13787	chr19	36547259	36547308	ZNF529	0	-	36547259	36547308	0	1	49	0	1.04731899428007	0.00465907061138704
13788	chr19	57328792	57328841	ZNF543	0	+	57328792	57328841	0	1	49	0	-2.10852827998166	0.000151105461964396
13789	chr19	57398652	57398701	ZNF548	0	+	57398652	57398701	0	1	49	0	-0.970778917158225	0.00291394961707114
13790	chr19	57399452	57399501	ZNF548	0	+	57399452	57399501	0	1	49	0	-1.0330150061823	0.00180523748710715
13791	chr19	57537352	57537401	ZNF549	0	+	57537352	57537401	0	1	49	0	0.731952754969826	0.000897701827167418
13792	chr19	57537997	57538046	ZNF549	0	+	57537997	57538046	0	1	49	0	-5.54907608488585	0.00145854489290331
13793	chr19	57687520	57687569	ZNF551	0	+	57687520	57687569	0	1	49	0	1.21403437607085	0.00428486705117226
13794	chr19	57687966	57688015	ZNF551	0	+	57687966	57688015	0	1	49	0	0.95551144502743	0.00317765158104699
13795	chr19	2834387	2834436	ZNF554	0	+	2834387	2834436	0	1	49	0	4.40671924726425	0.00424378937490288
13796	chr19	7082959	7083008	ZNF557	0	+	7082959	7083008	0	1	49	0	4.80402104472389	8.95236016318357e-07
13797	chr19	9609771	9609820	ZNF561	0	-	9609771	9609820	0	1	49	0	0.930475366866112	0.00241176392905573
13798	chr19	9653100	9653149	ZNF562	0	-	9653100	9653149	0	1	49	0	-0.791976720457336	0.00101555906402795
13799	chr19	36449004	36449053	ZNF566	0	-	36449004	36449053	0	1	49	0	1.87034974381887	0.00213878441198823
13800	chr19	36449204	36449253	ZNF566	0	-	36449204	36449253	0	1	49	0	1.72239834141511	0.00230459274492079
13801	chr19	36449552	36449601	ZNF566	0	-	36449552	36449601	0	1	49	0	2.10787947666341	0.00127192867200621
13802	chr19	36449652	36449701	ZNF566	0	-	36449652	36449701	0	1	49	0	-1.42418523483128	0.00165871894544034
13803	chr19	36449901	36449950	ZNF566	0	-	36449901	36449950	0	1	49	0	1.01293691722122	0.000893390162972074
ZNF57,1099	chr19	2917499	2917597	ZNF57	0	+	2917499	2917597	0	1	98	0	3.91202300542815	5.21848076075666e-05
13804	chr19	37484910	37484959	ZNF570	0	+	37484910	37484959	0	1	49	0	1.54565791113572	0.00112549834392584
13805	chr19	37485010	37485059	ZNF570	0	+	37485010	37485059	0	1	49	0	1.14760593233769	0.00277049531161644
13806	chr19	37485110	37485159	ZNF570	0	+	37485110	37485159	0	1	49	0	-1.41182766312508	0.00212405107166924
13807	chr19	37565401	37565450	ZNF571	0	-	37565401	37565450	0	1	49	0	-4.72738781855132	0.00312380740114226
13808	chr19	37739877	37739926	ZNF573	0	-	37739877	37739926	0	1	49	0	1.07592087746604	8.44700174815749e-05
13809	chr19	42080972	42081021	ZNF574	0	+	42080972	42081021	0	1	49	0	6.30991827821714	2.73730162980712e-08
13810	chr19	43535741	43535790	ZNF575	0	+	43535741	43535790	0	1	49	0	-5.28320372857696	6.00539738010441e-05
13811	chr19	55577673	55577722	ZNF579	0	-	55577673	55577722	0	1	49	0	-1.55172959481347	0.00170593441957445
13812	chr19	55578855	55578904	ZNF579	0	-	55578855	55578904	0	1	49	0	5.43372200355425	0.000679329986193578
13813	chr19	55579101	55579150	ZNF579	0	-	55579101	55579150	0	1	49	0	-3.20882548802456	0.00116524906120308
13814	chr19	56414410	56422909	ZNF583	0	+	56414410	56422909	0	2	31,19	0,8481	0.867949904939871	0.00168915609834763
13815	chr19	58417883	58417932	ZNF584	0	+	58417883	58417932	0	1	49	0	2.83321334424505	1.79357832471583e-05
13816	chr19	37150933	37150982	ZNF585A	0	-	37150933	37150982	0	1	49	0	0.928028373301423	9.46758788951119e-05
13817	chr19	37185553	37185602	ZNF585B	0	-	37185553	37185602	0	1	49	0	1.33265261416266	0.00308108832063125
13818	chr19	37185752	37185801	ZNF585B	0	-	37185752	37185801	0	1	49	0	-1.65117751860686	0.000356961567718583
13819	chr19	37186100	37186149	ZNF585B	0	-	37186100	37186149	0	1	49	0	-1.37819715088356	0.00453904653111825
13820	chr19	37186298	37186347	ZNF585B	0	-	37186298	37186347	0	1	49	0	-1.04406484236888	0.00275542043941124
13821	chr19	57779186	57779235	ZNF586	0	+	57779186	57779235	0	1	49	0	1.2287448608091	0.000681533372698384
13822	chr15	84784385	84784434	ZNF592	0	+	84784385	84784434	0	1	49	0	1.01473080468741	0.00214731223646869
13823	chr4	86286	86335	ZNF595	0	+	86286	86335	0	1	49	0	5.76205138479261	5.83782944207912e-09
13824	chr19	52765895	52765944	ZNF600	0	-	52765895	52765944	0	1	49	0	0.650405632182672	0.00223238167154194
13825	chr12	132925506	132925555	ZNF605	0	-	132925506	132925555	0	1	49	0	1.43765522079244	0.00144632973330916
13826	chr19	57978465	57978514	ZNF606	0	-	57978465	57978514	0	1	49	0	4.70953020130296	1.74469683922318e-07
13827	chr19	57978962	57979011	ZNF606	0	-	57978962	57979011	0	1	49	0	-0.866731040925693	0.000659454352361699
13828	chr19	57979906	57979955	ZNF606	0	-	57979906	57979955	0	1	49	0	-1.01502061776001	0.00191917818501941
13829	chr15	64499520	64499569	ZNF609	0	+	64499520	64499569	0	1	49	0	-1.32323622509545	7.17364097151396e-05
13830	chr15	64682033	64682082	ZNF609	0	+	64682033	64682082	0	1	49	0	-3.20545280453569	0.000117705660009681
13831	chr19	52366379	52366428	ZNF610	0	+	52366379	52366428	0	1	49	0	1.5920283585386	0.00126915979058473
13832	chr19	52704053	52704102	ZNF611	0	-	52704053	52704102	0	1	49	0	4.74493212836325	0.00234688025778584
13833	chr19	52706137	52706186	ZNF611	0	-	52706137	52706186	0	1	49	0	1.36412684632813	0.000713735046850239
13834	chr19	52015612	52015661	ZNF614	0	-	52015612	52015661	0	1	49	0	0.947952013780618	0.000723049192654091
13835	chr19	52015861	52015910	ZNF614	0	-	52015861	52015910	0	1	49	0	1.65385782229012	1.25362440986931e-05
13836	chr19	51993430	51993479	ZNF615	0	-	51993430	51993479	0	1	49	0	-1.76876995100336	0.000218987947932514
13837	chr19	51993679	51993728	ZNF615	0	-	51993679	51993728	0	1	49	0	2.23359222198745	0.004213340350114
13838	chr19	52115099	52115148	ZNF616	0	-	52115099	52115148	0	1	49	0	-0.6741775395872	0.000656228847031426
13839	chr19	52115649	52115698	ZNF616	0	-	52115649	52115698	0	1	49	0	-4.76217393478839	0.00117523514198503
13840	chr19	20624827	20624876	ZNF626	0	-	20624827	20624876	0	1	49	0	5.50329695367066	2.04218190302807e-06
13841	chr16	30779397	30779446	ZNF629	0	-	30779397	30779446	0	1	49	0	2.01212137758039	0.000459637494194753
13842	chr16	30779946	30779995	ZNF629	0	-	30779946	30779995	0	1	49	0	0.75937346579673	0.000387523762105935
13843	chr16	30780145	30780194	ZNF629	0	-	30780145	30780194	0	1	49	0	4.8283137373023	0.00202427804637761
13844	chr16	30783987	30784036	ZNF629	0	-	30783987	30784036	0	1	49	0	-0.822015614912919	0.000427691714187439
13845	chr2	71349504	71349553	ZNF638	0	+	71349504	71349553	0	1	49	0	0.792359804341593	0.0002425246015475
13846	chr2	71423809	71423858	ZNF638	0	+	71423809	71423858	0	1	49	0	2.12639852476761	1.83502437333116e-05
13847	chr2	71427262	71427311	ZNF638	0	+	71427262	71427311	0	1	49	0	-0.583267276017396	0.000624860209309075
13848	chr3	179333117	179333311	ZNF639	0	+	179333117	179333311	0	2	7,43	0,152	-6.25190388315652	0.000166751709286372
13849	chr3	179333410	179333459	ZNF639	0	+	179333410	179333459	0	1	49	0	1.2279508030326	0.00117650800566571
13850	chr3	179333707	179333756	ZNF639	0	+	179333707	179333756	0	1	49	0	0.803247969070155	0.00414254844059026
13851	chr3	179333806	179333855	ZNF639	0	+	179333806	179333855	0	1	49	0	-1.90862380936693	0.000498128226569694
13852	chr1	90916738	90916787	ZNF644	0	-	90916738	90916787	0	1	49	0	1.33107863851726	0.003267477932276
13853	chr1	90939591	90939640	ZNF644	0	-	90939591	90939640	0	1	49	0	1.0428209290397	0.000527201953169909
13854	chr1	90940782	90940831	ZNF644	0	-	90940782	90940831	0	1	49	0	1.15449274706257	0.000189839665164171
